"IDE_VENTA","IDE_PEDIDO","IDE_CLIENTE","IDE_FECHA","IDE_PRODUCTO","IDE_VENDEDOR","NUM_PRECIO_NETO"
2999,10974,969,"2014-09-03","PRO14",1,20.0
2998,10973,968,"2014-08-28","PRO14",1,10.0
2997,10972,967,"2014-08-07","PRO14",1,34.0
2996,10971,966,"2014-10-13","PRO14",1,22.0
2995,10970,965,"2014-09-28","PRO14",1,65.0
2994,10969,964,"2014-09-14","PRO14",1,21.0
2993,10968,963,"2014-08-27","PRO14",1,1.0
2992,10967,962,"2014-09-04","PRO14",1,9.0
2991,10966,961,"2014-09-24","PRO14",1,36.0
2990,10965,960,"2014-10-23","PRO14",1,8.0
2989,10964,959,"2014-09-29","PRO14",1,6.0
2988,10963,958,"2014-08-11","PRO14",1,10.0
2987,10962,957,"2014-09-05","PRO14",1,8.0
2986,10961,956,"2014-10-01","PRO14",1,16.7
2985,10960,955,"2014-08-30","PRO14",1,37.0
2984,10959,954,"2014-09-03","PRO14",1,2.0
2983,10958,953,"2014-10-24","PRO14",1,20.0
2982,10957,952,"2014-08-02","PRO14",1,19.0
2981,10956,951,"2014-09-15","PRO14",1,3.0
2980,10955,950,"2014-09-17","PRO14",1,8.0
2979,10954,949,"2014-08-03","PRO14",1,72.0
2978,10953,948,"2014-08-27","PRO14",1,3.0
2977,10952,947,"2014-10-21","PRO14",1,22.0
2976,10951,946,"2014-09-02","PRO14",1,1.0
2975,10950,945,"2014-10-05","PRO14",1,3.0
2974,10949,944,"2014-09-06","PRO14",1,13.0
2973,10948,943,"2014-09-14","PRO14",1,14.0
2972,10947,942,"2014-09-03","PRO14",1,20.0
2971,10946,941,"2014-10-20","PRO14",1,26.0
2970,10945,940,"2014-07-26","PRO14",1,3.0
2969,10944,939,"2014-10-08","PRO14",1,78.0
2968,10943,938,"2014-07-20","PRO14",1,24.0
2967,10942,937,"2014-07-27","PRO14",1,1.0
2966,10941,936,"2014-09-05","PRO14",1,43.3
2965,10940,935,"2014-07-31","PRO14",1,23.0
2964,10939,934,"2014-07-23","PRO14",1,3.0
2963,10938,933,"2014-07-23","PRO14",1,4.0
2962,10937,932,"2014-07-26","PRO14",1,49.0
2961,10936,931,"2014-09-01","PRO14",1,24.0
2960,10935,930,"2014-07-25","PRO14",1,3.0
2959,10934,929,"2014-08-17","PRO14",1,6.0
2958,10933,928,"2014-08-03","PRO14",1,19.0
2957,10932,927,"2014-08-03","PRO14",1,28.0
2956,10931,926,"2014-10-16","PRO14",1,21.0
2955,10930,925,"2014-09-01","PRO14",1,2.0
2954,10929,924,"2014-09-01","PRO14",1,8.0
2953,10928,923,"2014-10-20","PRO14",1,2.0
2952,10927,922,"2014-10-02","PRO14",1,1.0
2951,10926,921,"2014-10-22","PRO14",1,63.3
2950,10925,920,"2014-08-22","PRO14",1,28.0
2949,10924,919,"2014-08-14","PRO14",1,2.0
2948,10923,918,"2014-08-22","PRO14",1,9.0
2947,10922,917,"2014-09-05","PRO14",1,28.0
2946,10921,916,"2014-09-27","PRO14",1,14.0
2945,10920,915,"2014-08-23","PRO14",1,12.0
2944,10919,914,"2014-07-22","PRO14",1,25.0
2943,10918,913,"2014-10-21","PRO14",1,18.0
2942,10917,912,"2014-10-18","PRO14",1,10.0
2941,10916,911,"2014-08-08","PRO14",1,17.0
2940,10915,910,"2014-09-29","PRO14",1,10.0
2939,10914,909,"2014-09-04","PRO14",1,3.0
2938,10913,908,"2014-08-10","PRO14",1,21.0
2937,10912,907,"2014-10-15","PRO14",1,30.0
2936,10911,906,"2014-10-01","PRO14",1,22.0
2935,10910,905,"2014-10-22","PRO14",1,13.0
2934,10909,904,"2014-08-23","PRO14",1,68.0
2933,10908,903,"2014-09-18","PRO14",1,7.0
2932,10907,902,"2014-08-13","PRO14",1,1.0
2931,10906,901,"2014-09-12","PRO14",1,9.0
2930,10905,900,"2014-08-06","PRO14",1,31.0
2929,10904,899,"2014-10-07","PRO14",1,20.0
2928,10903,898,"2014-08-16","PRO14",1,18.0
2927,10902,897,"2014-10-14","PRO14",1,1.0
2926,10901,896,"2014-09-27","PRO14",1,19.0
2925,10900,895,"2014-10-16","PRO14",1,3.0
2924,10899,894,"2014-08-14","PRO14",1,17.0
2923,10898,893,"2014-09-05","PRO14",1,21.0
2922,10897,892,"2014-09-29","PRO14",1,26.0
2921,10896,891,"2014-07-24","PRO14",1,4.0
2920,10895,890,"2014-09-09","PRO14",1,6.0
2919,10894,889,"2014-08-08","PRO14",1,80.0
2918,10893,888,"2014-08-04","PRO14",1,10.0
2917,10892,887,"2014-10-15","PRO14",1,13.0
2916,10891,886,"2014-10-03","PRO14",1,3.0
2915,10890,885,"2014-08-20","PRO14",1,27.0
2914,10889,884,"2014-09-19","PRO14",1,21.0
2913,10888,883,"2014-09-18","PRO14",1,28.0
2912,10887,882,"2014-08-03","PRO14",1,14.0
2911,10886,881,"2014-08-27","PRO14",1,37.0
2910,10885,880,"2014-08-16","PRO14",1,8.0
2909,10884,879,"2014-09-24","PRO14",1,2.0
2908,10883,878,"2014-07-23","PRO14",1,10.0
2907,10882,877,"2014-08-07","PRO14",1,46.0
2906,10881,876,"2014-07-17","PRO14",1,12.0
2905,10880,875,"2014-09-14","PRO14",1,16.0
2904,10879,874,"2014-09-21","PRO14",1,60.0
2903,10878,873,"2014-08-10","PRO14",1,33.0
2902,10877,872,"2014-09-07","PRO14",1,4.0
2901,10876,871,"2014-07-29","PRO14",1,8.0
2900,10875,870,"2014-08-22","PRO14",1,61.0
2899,10874,869,"2014-10-14","PRO14",1,69.0
2898,10873,868,"2014-08-24","PRO14",1,12.0
2897,10872,867,"2014-08-19","PRO14",1,3.0
2896,10871,866,"2014-07-27","PRO14",1,1.0
2895,10870,865,"2014-07-22","PRO14",1,18.0
2894,10869,864,"2014-08-25","PRO14",1,7.0
2893,10868,863,"2014-09-19","PRO14",1,5.0
2892,10867,862,"2014-09-16","PRO14",1,24.0
2891,10866,861,"2014-07-30","PRO14",1,9.0
2890,10865,860,"2014-08-21","PRO14",1,19.0
2889,10864,859,"2014-10-13","PRO14",1,36.0
2888,10863,858,"2014-07-20","PRO14",1,55.0
2887,10862,857,"2014-08-28","PRO14",1,83.0
2886,10861,856,"2014-09-24","PRO14",1,37.0
2885,10860,855,"2014-07-18","PRO14",1,21.0
2884,10859,854,"2014-09-01","PRO14",1,30.0
2883,10858,853,"2014-10-02","PRO14",1,10.0
2882,10857,852,"2014-10-05","PRO14",1,3.0
2881,10856,851,"2014-07-25","PRO14",1,5.0
2880,10855,850,"2014-10-13","PRO14",1,22.0
2879,10854,849,"2014-08-29","PRO14",1,9.0
2878,10853,848,"2014-08-30","PRO14",1,28.0
2877,10852,847,"2014-09-13","PRO14",1,2.0
2876,10851,846,"2014-08-03","PRO14",1,17.5
2875,10850,845,"2014-07-26","PRO14",1,3.0
2874,10849,844,"2014-07-26","PRO14",1,20.0
2873,10848,843,"2014-09-01","PRO14",1,20.0
2872,10847,842,"2014-08-26","PRO14",1,14.0
2871,10846,841,"2014-08-05","PRO14",1,10.0
2870,10845,840,"2014-10-10","PRO14",1,22.0
2869,10843,838,"2014-07-27","PRO14",1,10.0
2868,10842,837,"2014-09-04","PRO14",1,30.0
2867,10841,836,"2014-10-04","PRO14",1,13.0
2866,10840,835,"2014-08-01","PRO14",1,15.0
2865,10839,834,"2014-07-17","PRO14",1,6.0
2864,10838,833,"2014-10-20","PRO14",1,38.0
2863,10837,832,"2014-10-16","PRO14",1,10.0
2862,10836,831,"2014-08-07","PRO14",1,14.0
2861,10835,830,"2014-08-24","PRO14",1,8.0
2860,10834,829,"2014-10-16","PRO14",1,18.0
2859,10833,828,"2014-09-27","PRO14",1,2.0
2858,10832,827,"2014-10-15","PRO14",1,57.0
2857,10831,826,"2014-08-13","PRO14",1,21.0
2856,10830,825,"2014-08-01","PRO14",1,13.0
2855,10829,824,"2014-08-02","PRO14",1,1.0
2854,10828,823,"2014-08-08","PRO14",1,10.0
2853,10827,822,"2014-08-18","PRO14",1,13.0
2852,10826,821,"2014-10-04","PRO14",1,23.3
2851,10825,820,"2014-09-10","PRO14",1,8.0
2850,10824,819,"2014-08-19","PRO14",1,2.0
2849,10823,818,"2014-09-25","PRO14",1,75.0
2848,10822,817,"2014-08-26","PRO14",1,63.0
2847,10821,816,"2014-07-27","PRO14",1,31.0
2846,10820,815,"2014-09-25","PRO14",1,36.0
2845,10819,814,"2014-09-02","PRO14",1,21.0
2844,10818,813,"2014-08-08","PRO14",1,10.0
2843,10817,812,"2014-09-09","PRO14",1,10.0
2842,10816,811,"2014-09-05","PRO14",1,4.0
2841,10815,810,"2014-09-21","PRO14",1,10.0
2840,10814,809,"2014-08-12","PRO14",1,19.0
2839,10813,808,"2014-09-11","PRO14",1,23.0
2838,10812,807,"2014-09-06","PRO14",1,19.0
2837,10811,806,"2014-07-17","PRO14",1,23.0
2836,10810,805,"2014-10-08","PRO14",1,33.0
2835,10809,804,"2014-08-25","PRO14",1,26.7
2834,10808,803,"2014-09-26","PRO14",1,28.0
2833,10807,802,"2014-08-26","PRO14",1,18.0
2832,10806,801,"2014-07-26","PRO14",1,24.0
2831,10805,800,"2014-09-24","PRO14",1,38.0
2830,10804,799,"2014-10-04","PRO14",1,5.0
2829,10803,798,"2014-08-29","PRO14",1,19.0
2828,10802,797,"2014-10-03","PRO14",1,49.0
2827,10801,796,"2014-09-05","PRO14",1,15.0
2826,10800,795,"2014-09-12","PRO14",1,66.0
2825,10799,794,"2014-07-29","PRO14",1,2.0
2824,10798,793,"2014-07-19","PRO14",1,4.0
2823,10797,792,"2014-07-17","PRO14",1,7.0
2822,10796,791,"2014-08-18","PRO14",1,1.0
2821,10795,790,"2014-08-07","PRO14",1,28.0
2820,10794,789,"2014-08-11","PRO14",1,34.0
2819,10793,788,"2014-07-18","PRO14",1,1.0
2818,10792,787,"2014-10-19","PRO14",1,18.0
2817,10791,786,"2014-09-11","PRO14",1,3.0
2816,10790,785,"2014-08-15","PRO14",1,2.0
2815,10789,784,"2014-10-22","PRO14",1,70.0
2814,10788,783,"2014-09-08","PRO14",1,34.0
2813,10787,782,"2014-10-14","PRO14",1,18.0
2812,10786,781,"2014-10-23","PRO14",1,17.0
2811,10785,780,"2014-09-22","PRO14",1,9.0
2810,10784,779,"2014-07-30","PRO14",1,6.0
2809,10783,778,"2014-08-19","PRO14",1,2.0
2808,10782,777,"2014-08-04","PRO14",1,20.0
2807,10781,776,"2014-09-08","PRO14",1,23.0
2806,10780,775,"2014-10-07","PRO14",1,15.0
2805,10779,774,"2014-09-08","PRO14",1,17.0
2804,10778,773,"2014-08-13","PRO14",1,21.0
2803,10777,772,"2014-10-20","PRO14",1,20.0
2802,10776,771,"2014-08-03","PRO14",1,7.0
2801,10775,770,"2014-10-21","PRO14",1,16.0
2800,10774,769,"2014-09-10","PRO14",1,31.0
2799,10773,768,"2014-10-19","PRO14",1,10.0
2798,10772,767,"2014-07-22","PRO14",1,7.0
2797,10771,766,"2014-10-02","PRO14",1,7.0
2796,10770,765,"2014-10-18","PRO14",1,10.0
2795,10769,764,"2014-08-16","PRO14",1,25.0
2794,10768,763,"2014-09-08","PRO14",1,10.0
2793,10767,762,"2014-10-04","PRO14",1,20.0
2792,10766,761,"2014-07-31","PRO14",1,3.0
2791,10765,760,"2014-10-22","PRO14",1,68.0
2790,10764,759,"2014-09-13","PRO14",1,10.0
2789,10763,758,"2014-10-23","PRO14",1,17.0
2788,10762,757,"2014-07-28","PRO14",1,14.0
2787,10761,756,"2014-09-07","PRO14",1,75.0
2786,10760,755,"2014-08-03","PRO14",1,13.0
2785,10759,754,"2014-08-31","PRO14",1,19.0
2784,10758,753,"2014-09-25","PRO14",1,43.3
2783,10757,752,"2014-07-19","PRO14",1,20.0
2782,10756,751,"2014-10-05","PRO14",1,4.0
2781,10755,750,"2014-09-21","PRO14",1,3.0
2780,10754,749,"2014-10-09","PRO14",1,14.0
2779,10753,748,"2014-08-04","PRO14",1,11.0
2778,10752,747,"2014-07-20","PRO14",1,10.0
2777,10751,746,"2014-10-24","PRO14",1,53.0
2776,10750,745,"2014-09-19","PRO14",1,10.0
2775,10749,744,"2014-09-29","PRO14",1,30.0
2774,10748,743,"2014-09-24","PRO14",1,66.0
2773,10747,742,"2014-08-10","PRO14",1,16.0
2772,10746,741,"2014-10-09","PRO14",1,27.0
2771,10745,740,"2014-07-16","PRO14",1,5.0
2770,10744,739,"2014-07-22","PRO14",1,14.0
2769,10743,738,"2014-09-30","PRO14",1,6.7
2768,10742,737,"2014-08-10","PRO14",1,33.0
2767,10741,736,"2014-08-01","PRO14",1,20.0
2766,10740,735,"2014-10-09","PRO14",1,26.0
2765,10739,734,"2014-09-23","PRO14",1,14.0
2764,10738,733,"2014-08-06","PRO14",1,20.0
2763,10737,732,"2014-08-30","PRO14",1,14.0
2762,10736,731,"2014-08-19","PRO14",1,26.0
2761,10735,730,"2014-08-27","PRO14",1,3.0
2760,10734,729,"2014-10-16","PRO14",1,13.0
2759,10733,728,"2014-07-22","PRO14",1,25.0
2758,10732,727,"2014-08-31","PRO14",1,8.0
2757,10731,726,"2014-07-24","PRO14",1,10.0
2756,10730,725,"2014-09-19","PRO14",1,10.0
2755,10729,724,"2014-08-24","PRO14",1,63.3
2754,10728,723,"2014-09-30","PRO14",1,5.0
2753,10727,722,"2014-09-01","PRO14",1,20.0
2752,10726,721,"2014-09-08","PRO14",1,13.0
2751,10725,720,"2014-09-28","PRO14",1,19.0
2750,10724,719,"2014-09-26","PRO14",1,61.0
2749,10723,718,"2014-10-19","PRO14",1,44.0
2748,10722,717,"2014-08-19","PRO14",1,39.0
2747,10721,716,"2014-09-12","PRO14",1,44.0
2746,10720,715,"2014-10-10","PRO14",1,8.0
2745,10719,714,"2014-09-11","PRO14",1,7.0
2744,10718,713,"2014-08-18","PRO14",1,18.0
2743,10717,712,"2014-09-24","PRO14",1,42.0
2742,10716,711,"2014-09-26","PRO14",1,16.0
2741,10715,710,"2014-10-20","PRO14",1,3.0
2740,10714,709,"2014-08-22","PRO14",1,7.0
2739,10713,708,"2014-10-20","PRO14",1,23.0
2738,10712,707,"2014-09-01","PRO14",1,6.7
2737,10711,706,"2014-10-04","PRO14",1,73.0
2736,10710,705,"2014-09-05","PRO14",1,9.0
2735,10709,704,"2014-09-12","PRO14",1,38.0
2734,10708,703,"2014-10-04","PRO14",1,43.3
2733,10707,702,"2014-10-04","PRO14",1,14.0
2732,10706,701,"2014-09-28","PRO14",1,8.0
2731,10705,700,"2014-10-20","PRO14",1,13.0
2730,10704,699,"2014-09-23","PRO14",1,1.0
2729,10703,698,"2014-10-07","PRO14",1,30.0
2728,10702,697,"2014-10-06","PRO14",1,75.0
2727,10701,696,"2014-08-28","PRO14",1,69.0
2726,10700,695,"2014-08-29","PRO14",1,13.0
2725,10699,694,"2014-08-11","PRO14",1,55.0
2724,10698,693,"2014-09-16","PRO14",1,32.0
2723,10697,692,"2014-08-12","PRO14",1,14.0
2722,10695,690,"2014-08-29","PRO14",1,17.0
2721,10694,689,"2014-07-25","PRO14",1,20.0
2720,10693,688,"2014-09-22","PRO14",1,26.0
2719,10692,687,"2014-08-28","PRO14",1,8.0
2718,10691,686,"2014-07-31","PRO14",1,6.7
2717,10690,685,"2014-10-02","PRO14",1,49.0
2716,10689,684,"2014-08-10","PRO14",1,10.0
2715,10688,683,"2014-09-03","PRO14",1,43.0
2714,10687,682,"2014-09-27","PRO14",1,7.0
2713,10686,681,"2014-09-27","PRO14",1,6.0
2712,10685,680,"2014-09-17","PRO14",1,23.3
2711,10684,679,"2014-09-02","PRO14",1,5.0
2710,10683,678,"2014-09-13","PRO14",1,5.0
2709,10682,677,"2014-08-01","PRO14",1,7.0
2708,10681,676,"2014-08-25","PRO14",1,26.0
2707,10680,675,"2014-08-13","PRO14",1,21.0
2706,10679,674,"2014-08-18","PRO14",1,39.0
2705,10678,673,"2014-10-03","PRO14",1,10.0
2704,10677,672,"2014-09-08","PRO14",1,10.0
2703,10676,671,"2014-10-21","PRO14",1,5.0
2702,10675,670,"2014-10-01","PRO14",1,18.0
2701,10674,669,"2014-10-20","PRO14",1,22.0
2700,10673,668,"2014-08-19","PRO14",1,5.0
2699,10672,667,"2014-10-15","PRO14",1,2.0
2698,10671,666,"2014-08-25","PRO14",1,14.0
2697,10670,665,"2014-08-22","PRO14",1,22.0
2696,10669,664,"2014-10-06","PRO14",1,7.5
2695,10668,663,"2014-09-11","PRO14",1,25.0
2694,10667,662,"2014-07-17","PRO14",1,29.0
2693,10666,661,"2014-08-01","PRO14",1,15.0
2692,10665,660,"2014-08-11","PRO14",1,6.0
2691,10664,659,"2014-08-23","PRO14",1,7.0
2690,10663,658,"2014-10-13","PRO14",1,18.0
2689,10662,657,"2014-07-18","PRO14",1,3.0
2688,10661,656,"2014-09-27","PRO14",1,12.0
2687,10659,654,"2014-08-07","PRO14",1,14.0
2686,10658,653,"2014-07-24","PRO14",1,3.0
2685,10657,652,"2014-09-27","PRO14",1,5.0
2684,10656,651,"2014-09-06","PRO14",1,23.0
2683,10655,650,"2014-09-16","PRO14",1,7.0
2682,10654,649,"2014-09-07","PRO14",1,39.0
2681,10652,647,"2014-10-07","PRO14",1,22.0
2680,10651,646,"2014-07-21","PRO14",1,62.0
2679,10650,645,"2014-07-31","PRO14",1,10.0
2678,10649,644,"2014-10-13","PRO14",1,26.0
2677,10648,643,"2014-07-26","PRO14",1,14.0
2676,10647,642,"2014-08-06","PRO14",1,27.0
2675,10646,641,"2014-09-19","PRO14",1,6.0
2674,10645,640,"2014-09-22","PRO14",1,10.0
2673,10644,639,"2014-08-09","PRO14",1,8.0
2672,10643,638,"2014-09-05","PRO14",1,79.0
2671,10642,637,"2014-07-27","PRO14",1,37.0
2670,10641,636,"2014-08-19","PRO14",1,14.0
2669,10640,635,"2014-08-05","PRO14",1,12.0
2668,10639,634,"2014-09-09","PRO14",1,17.0
2667,10638,633,"2014-09-06","PRO14",1,2.0
2666,10637,632,"2014-07-18","PRO14",1,18.0
2665,10636,631,"2014-09-06","PRO14",1,5.0
2664,10635,630,"2014-09-07","PRO14",1,18.0
2663,10634,629,"2014-09-25","PRO14",1,8.0
2662,10633,628,"2014-09-22","PRO14",1,17.0
2661,10632,627,"2014-08-08","PRO14",1,25.0
2660,10631,626,"2014-09-03","PRO14",1,21.0
2659,10630,625,"2014-07-23","PRO14",1,28.0
2658,10629,624,"2014-08-14","PRO14",1,17.0
2657,10628,623,"2014-10-03","PRO14",1,19.0
2656,10627,622,"2014-08-07","PRO14",1,75.0
2655,10626,621,"2014-10-01","PRO14",1,17.0
2654,10625,620,"2014-09-08","PRO14",1,15.0
2653,10624,619,"2014-10-22","PRO14",1,18.0
2652,10623,618,"2014-08-31","PRO14",1,10.0
2651,10622,617,"2014-07-26","PRO14",1,25.0
2650,10621,616,"2014-08-20","PRO14",1,17.0
2649,10620,615,"2014-08-07","PRO14",1,3.0
2648,10619,614,"2014-10-15","PRO14",1,22.0
2647,10618,613,"2014-10-02","PRO14",1,3.0
2646,10617,612,"2014-10-24","PRO14",1,30.0
2645,10616,611,"2014-08-25","PRO14",1,6.0
2644,10614,609,"2014-10-11","PRO14",1,19.0
2643,10613,608,"2014-10-03","PRO14",1,74.0
2642,10612,607,"2014-08-20","PRO14",1,17.0
2641,10611,606,"2014-08-18","PRO14",1,2.0
2640,10609,604,"2014-09-03","PRO14",1,31.0
2639,10608,603,"2014-09-11","PRO14",1,26.7
2638,10607,602,"2014-08-30","PRO14",1,1.0
2637,10606,601,"2014-10-13","PRO14",1,10.0
2636,10605,600,"2014-07-16","PRO14",1,14.0
2635,10604,599,"2014-08-22","PRO14",1,19.0
2634,10603,598,"2014-08-14","PRO14",1,22.0
2633,10602,597,"2014-08-21","PRO14",1,20.0
2632,10601,596,"2014-10-07","PRO14",1,14.0
2631,10600,595,"2014-08-12","PRO14",1,19.0
2630,10599,594,"2014-08-02","PRO14",1,51.0
2629,10597,592,"2014-10-07","PRO14",1,7.0
2628,10596,591,"2014-08-06","PRO14",1,50.0
2627,10595,590,"2014-09-27","PRO14",1,10.0
2626,10594,589,"2014-08-01","PRO14",1,68.0
2625,10593,588,"2014-09-22","PRO14",1,6.0
2624,10592,587,"2014-08-27","PRO14",1,26.7
2623,10591,586,"2014-10-04","PRO14",1,3.0
2622,10590,585,"2014-10-10","PRO14",1,43.0
2621,10589,584,"2014-10-08","PRO14",1,14.0
2620,10588,583,"2014-10-01","PRO14",1,21.0
2619,10587,582,"2014-09-22","PRO14",1,19.0
2618,10586,581,"2014-10-11","PRO14",1,3.0
2617,10585,580,"2014-09-09","PRO14",1,10.0
2616,10584,579,"2014-08-15","PRO14",1,15.0
2615,10583,578,"2014-10-22","PRO14",1,41.0
2614,10582,577,"2014-08-06","PRO14",1,15.0
2613,10581,576,"2014-08-20","PRO14",1,7.0
2612,10580,575,"2014-10-09","PRO14",1,10.0
2611,10579,574,"2014-10-20","PRO14",1,1.0
2610,10578,573,"2014-10-23","PRO14",1,2.0
2609,10577,572,"2014-09-20","PRO14",1,18.0
2608,10576,571,"2014-08-29","PRO14",1,10.0
2607,10575,570,"2014-09-06","PRO14",1,11.0
2606,10574,569,"2014-08-23","PRO14",1,79.0
2605,10573,568,"2014-10-04","PRO14",1,15.0
2604,10572,567,"2014-10-11","PRO14",1,78.0
2603,10571,566,"2014-09-06","PRO14",1,4.0
2602,10570,565,"2014-09-11","PRO14",1,20.0
2601,10569,564,"2014-08-30","PRO14",1,21.0
2600,10568,563,"2014-10-13","PRO14",1,10.0
2599,10567,562,"2014-09-21","PRO14",1,9.0
2598,10566,561,"2014-10-05","PRO14",1,10.0
2597,10565,560,"2014-09-01","PRO14",1,15.0
2596,10564,559,"2014-09-05","PRO14",1,11.0
2595,10563,558,"2014-08-21","PRO14",1,26.0
2594,10562,557,"2014-08-28","PRO14",1,20.0
2593,10561,556,"2014-08-11","PRO14",1,28.0
2592,10560,555,"2014-08-15","PRO14",1,65.0
2591,10559,554,"2014-09-28","PRO14",1,17.0
2590,10558,553,"2014-08-31","PRO14",1,15.0
2589,10557,552,"2014-09-07","PRO14",1,26.7
2588,10556,551,"2014-07-22","PRO14",1,4.0
2587,10555,550,"2014-08-11","PRO14",1,16.0
2586,10554,549,"2014-07-23","PRO14",1,13.0
2585,10553,548,"2014-08-22","PRO14",1,10.0
2584,10552,547,"2014-10-16","PRO14",1,13.0
2583,10551,546,"2014-09-29","PRO14",1,65.0
2582,10550,545,"2014-09-15","PRO14",1,75.0
2581,10549,544,"2014-08-28","PRO14",1,22.0
2580,10548,543,"2014-08-03","PRO14",1,4.0
2579,10547,542,"2014-09-03","PRO14",1,36.0
2578,10546,541,"2014-08-28","PRO14",1,26.7
2577,10545,540,"2014-09-09","PRO14",1,74.0
2576,10544,539,"2014-10-01","PRO14",1,15.0
2575,10543,538,"2014-10-01","PRO14",1,16.0
2574,10542,537,"2014-07-19","PRO14",1,21.0
2573,10541,536,"2014-10-03","PRO14",1,20.0
2572,10540,535,"2014-09-18","PRO14",1,4.0
2571,10539,534,"2014-10-04","PRO14",1,12.0
2570,10538,533,"2014-07-28","PRO14",1,15.0
2569,10537,532,"2014-08-12","PRO14",1,4.0
2568,10536,531,"2014-07-23","PRO14",1,25.0
2567,10535,530,"2014-07-19","PRO14",1,21.0
2566,10534,529,"2014-09-23","PRO14",1,18.0
2565,10533,528,"2014-07-30","PRO14",1,11.0
2564,10532,527,"2014-07-17","PRO14",1,17.5
2563,10531,526,"2014-10-21","PRO14",1,72.0
2562,10530,525,"2014-09-15","PRO14",1,15.0
2561,10529,524,"2014-09-24","PRO14",1,5.0
2560,10527,522,"2014-09-01","PRO14",1,27.0
2559,10526,521,"2014-10-15","PRO14",1,13.0
2558,10525,520,"2014-07-19","PRO14",1,5.0
2557,10524,519,"2014-09-29","PRO14",1,24.0
2556,10523,518,"2014-10-14","PRO14",1,36.0
2555,10522,517,"2014-08-10","PRO14",1,7.0
2554,10521,516,"2014-10-03","PRO14",1,9.0
2553,10520,515,"2014-08-08","PRO14",1,2.0
2552,10519,514,"2014-07-28","PRO14",1,46.0
2551,10518,513,"2014-07-28","PRO14",1,30.0
2550,10517,512,"2014-09-04","PRO14",1,23.0
2549,10516,511,"2014-08-31","PRO14",1,15.0
2548,10515,510,"2014-10-17","PRO14",1,18.0
2547,10514,509,"2014-09-27","PRO14",1,5.0
2546,10513,508,"2014-08-09","PRO14",1,28.0
2545,10512,507,"2014-08-01","PRO14",1,10.0
2544,10511,506,"2014-10-10","PRO14",1,13.0
2543,10510,505,"2014-09-25","PRO14",1,10.0
2542,10509,504,"2014-08-08","PRO14",1,28.0
2541,10508,503,"2014-07-30","PRO14",1,6.0
2540,10507,502,"2014-08-01","PRO14",1,7.0
2539,10506,501,"2014-09-09","PRO14",1,29.0
2538,10505,500,"2014-08-05","PRO14",1,1.0
2537,10504,499,"2014-07-31","PRO14",1,13.0
2536,10503,498,"2014-09-05","PRO14",1,3.0
2535,10502,497,"2014-10-05","PRO14",1,10.0
2534,10501,496,"2014-08-03","PRO14",1,13.0
2533,10500,495,"2014-07-18","PRO14",1,12.0
2532,10499,494,"2014-09-19","PRO14",1,1.0
2531,10498,493,"2014-08-25","PRO14",1,3.0
2530,10497,492,"2014-07-28","PRO14",1,29.0
2529,10496,491,"2014-09-28","PRO14",1,52.0
2528,10495,490,"2014-09-06","PRO14",1,2.0
2527,10494,489,"2014-09-16","PRO14",1,20.0
2526,10493,488,"2014-10-10","PRO14",1,17.0
2525,10492,487,"2014-09-10","PRO14",1,6.0
2524,10491,486,"2014-08-17","PRO14",1,11.0
2523,10490,485,"2014-09-21","PRO14",1,56.0
2522,10489,484,"2014-08-20","PRO14",1,23.0
2521,10488,483,"2014-09-23","PRO14",1,11.0
2520,10487,482,"2014-07-19","PRO14",1,11.0
2519,10486,481,"2014-09-03","PRO14",1,22.0
2518,10485,480,"2014-09-01","PRO14",1,18.0
2517,10484,479,"2014-10-20","PRO14",1,9.0
2516,10483,478,"2014-07-27","PRO14",1,24.0
2515,10482,477,"2014-08-04","PRO14",1,40.0
2514,10481,476,"2014-09-16","PRO14",1,27.0
2513,10480,475,"2014-08-15","PRO14",1,13.0
2512,10479,474,"2014-08-14","PRO14",1,4.0
2511,10478,473,"2014-09-26","PRO14",1,26.0
2510,10477,472,"2014-08-28","PRO14",1,5.0
2509,10476,471,"2014-10-06","PRO14",1,3.0
2508,10475,470,"2014-09-09","PRO14",1,38.0
2507,10474,469,"2014-08-16","PRO14",1,33.0
2506,10473,468,"2014-07-16","PRO14",1,40.0
2505,10472,467,"2014-09-10","PRO14",1,50.0
2504,10471,466,"2014-08-12","PRO14",1,10.0
2503,10470,465,"2014-10-18","PRO14",1,35.0
2502,10469,464,"2014-10-04","PRO14",1,2.0
2501,10468,463,"2014-09-23","PRO14",1,21.0
2500,10467,462,"2014-10-12","PRO14",1,20.0
2499,10466,461,"2014-08-09","PRO14",1,28.0
2498,10465,460,"2014-10-02","PRO14",1,38.0
2497,10464,459,"2014-10-12","PRO14",1,33.0
2496,10462,457,"2014-08-12","PRO14",1,10.0
2495,10461,456,"2014-08-12","PRO14",1,57.0
2494,10460,455,"2014-07-19","PRO14",1,17.0
2493,10459,454,"2014-08-14","PRO14",1,45.0
2492,10458,453,"2014-10-05","PRO14",1,2.0
2491,10457,452,"2014-08-11","PRO14",1,12.0
2490,10456,451,"2014-10-07","PRO14",1,1.0
2489,10455,450,"2014-10-20","PRO14",1,80.0
2488,10454,449,"2014-08-17","PRO14",1,2.0
2487,10453,448,"2014-08-06","PRO14",1,21.0
2486,10452,447,"2014-08-10","PRO14",1,1.0
2485,10451,446,"2014-07-17","PRO14",1,29.0
