"IDE_PEDIDO";"DES_PEDIDO"
11850;"ORDER SALES MIG101451"
11218;"ORDER SALES MIG100819"
11180;"ORDER SALES MIG100781"
10903;"ORDER SALES MIG100504"
10769;"ORDER SALES MIG100370"
10474;"ORDER SALES MIG100075"
10436;"ORDER SALES MIG100037"
14536;"ORDER SALES MIG104137"
14291;"ORDER SALES MIG103892"
13902;"ORDER SALES MIG103503"
13844;"ORDER SALES MIG103445"
13827;"ORDER SALES MIG103428"
13438;"ORDER SALES MIG103039"
12595;"ORDER SALES MIG102196"
12400;"ORDER SALES MIG102001"
11943;"ORDER SALES MIG101544"
11772;"ORDER SALES MIG101373"
11568;"ORDER SALES MIG101169"
11367;"ORDER SALES MIG100968"
10885;"ORDER SALES MIG100486"
12398;"ORDER SALES MIG101999"
15051;"ORDER SALES MIG104652"
14760;"ORDER SALES MIG104361"
13705;"ORDER SALES MIG103306"
12651;"ORDER SALES MIG102252"
12159;"ORDER SALES MIG101760"
12017;"ORDER SALES MIG101618"
11809;"ORDER SALES MIG101410"
14597;"ORDER SALES MIG104198"
12232;"ORDER SALES MIG101833"
11978;"ORDER SALES MIG101579"
11537;"ORDER SALES MIG101138"
10934;"ORDER SALES MIG100535"
11673;"ORDER SALES MIG101274"
15160;"ORDER SALES MIG104761"
14906;"ORDER SALES MIG104507"
14577;"ORDER SALES MIG104178"
14418;"ORDER SALES MIG104019"
14407;"ORDER SALES MIG104008"
13966;"ORDER SALES MIG103567"
13819;"ORDER SALES MIG103420"
13588;"ORDER SALES MIG103189"
12566;"ORDER SALES MIG102167"
12465;"ORDER SALES MIG102066"
12136;"ORDER SALES MIG101737"
12030;"ORDER SALES MIG101631"
11735;"ORDER SALES MIG101336"
11452;"ORDER SALES MIG101053"
11033;"ORDER SALES MIG100634"
15352;"ORDER SALES MIG104953"
15260;"ORDER SALES MIG104861"
15133;"ORDER SALES MIG104734"
14780;"ORDER SALES MIG104381"
13985;"ORDER SALES MIG103586"
13256;"ORDER SALES MIG102857"
12900;"ORDER SALES MIG102501"
12598;"ORDER SALES MIG102199"
12266;"ORDER SALES MIG101867"
11937;"ORDER SALES MIG101538"
11611;"ORDER SALES MIG101212"
11584;"ORDER SALES MIG101185"
11420;"ORDER SALES MIG101021"
11220;"ORDER SALES MIG100821"
11189;"ORDER SALES MIG100790"
11090;"ORDER SALES MIG100691"
10491;"ORDER SALES MIG100092"
10454;"ORDER SALES MIG100055"
12168;"ORDER SALES MIG101769"
15066;"ORDER SALES MIG104667"
14279;"ORDER SALES MIG103880"
13936;"ORDER SALES MIG103537"
13300;"ORDER SALES MIG102901"
14605;"ORDER SALES MIG104206"
14265;"ORDER SALES MIG103866"
13885;"ORDER SALES MIG103486"
12458;"ORDER SALES MIG102059"
11764;"ORDER SALES MIG101365"
11152;"ORDER SALES MIG100753"
11038;"ORDER SALES MIG100639"
14039;"ORDER SALES MIG103640"
13880;"ORDER SALES MIG103481"
13447;"ORDER SALES MIG103048"
13209;"ORDER SALES MIG102810"
12608;"ORDER SALES MIG102209"
12387;"ORDER SALES MIG101988"
13617;"ORDER SALES MIG103218"
15265;"ORDER SALES MIG104866"
15081;"ORDER SALES MIG104682"
14899;"ORDER SALES MIG104500"
14687;"ORDER SALES MIG104288"
14623;"ORDER SALES MIG104224"
14114;"ORDER SALES MIG103715"
13655;"ORDER SALES MIG103256"
12929;"ORDER SALES MIG102530"
12907;"ORDER SALES MIG102508"
11669;"ORDER SALES MIG101270"
11378;"ORDER SALES MIG100979"
11358;"ORDER SALES MIG100959"
11240;"ORDER SALES MIG100841"
11039;"ORDER SALES MIG100640"
10827;"ORDER SALES MIG100428"
15367;"ORDER SALES MIG104968"
15143;"ORDER SALES MIG104744"
14875;"ORDER SALES MIG104476"
14474;"ORDER SALES MIG104075"
14309;"ORDER SALES MIG103910"
14289;"ORDER SALES MIG103890"
14147;"ORDER SALES MIG103748"
14131;"ORDER SALES MIG103732"
14030;"ORDER SALES MIG103631"
13599;"ORDER SALES MIG103200"
13221;"ORDER SALES MIG102822"
12199;"ORDER SALES MIG101800"
12116;"ORDER SALES MIG101717"
11962;"ORDER SALES MIG101563"
11476;"ORDER SALES MIG101077"
10718;"ORDER SALES MIG100319"
10679;"ORDER SALES MIG100280"
13484;"ORDER SALES MIG103085"
12966;"ORDER SALES MIG102567"
12332;"ORDER SALES MIG101933"
12230;"ORDER SALES MIG101831"
11075;"ORDER SALES MIG100676"
14888;"ORDER SALES MIG104489"
13774;"ORDER SALES MIG103375"
13501;"ORDER SALES MIG103102"
12969;"ORDER SALES MIG102570"
12657;"ORDER SALES MIG102258"
12011;"ORDER SALES MIG101612"
11139;"ORDER SALES MIG100740"
11095;"ORDER SALES MIG100696"
10796;"ORDER SALES MIG100397"
10611;"ORDER SALES MIG100212"
14323;"ORDER SALES MIG103924"
13930;"ORDER SALES MIG103531"
13876;"ORDER SALES MIG103477"
13390;"ORDER SALES MIG102991"
12887;"ORDER SALES MIG102488"
11963;"ORDER SALES MIG101564"
10722;"ORDER SALES MIG100323"
15283;"ORDER SALES MIG104884"
14877;"ORDER SALES MIG104478"
15319;"ORDER SALES MIG104920"
15109;"ORDER SALES MIG104710"
15053;"ORDER SALES MIG104654"
14006;"ORDER SALES MIG103607"
13851;"ORDER SALES MIG103452"
13547;"ORDER SALES MIG103148"
13526;"ORDER SALES MIG103127"
12711;"ORDER SALES MIG102312"
12138;"ORDER SALES MIG101739"
11385;"ORDER SALES MIG100986"
11236;"ORDER SALES MIG100837"
10641;"ORDER SALES MIG100242"
15171;"ORDER SALES MIG104772"
15090;"ORDER SALES MIG104691"
14776;"ORDER SALES MIG104377"
14298;"ORDER SALES MIG103899"
14273;"ORDER SALES MIG103874"
13779;"ORDER SALES MIG103380"
13283;"ORDER SALES MIG102884"
13170;"ORDER SALES MIG102771"
13168;"ORDER SALES MIG102769"
12674;"ORDER SALES MIG102275"
12485;"ORDER SALES MIG102086"
12082;"ORDER SALES MIG101683"
12051;"ORDER SALES MIG101652"
11781;"ORDER SALES MIG101382"
11646;"ORDER SALES MIG101247"
11617;"ORDER SALES MIG101218"
11255;"ORDER SALES MIG100856"
10872;"ORDER SALES MIG100473"
10783;"ORDER SALES MIG100384"
10736;"ORDER SALES MIG100337"
10673;"ORDER SALES MIG100274"
15098;"ORDER SALES MIG104699"
13878;"ORDER SALES MIG103479"
12172;"ORDER SALES MIG101773"
11821;"ORDER SALES MIG101422"
13949;"ORDER SALES MIG103550"
12997;"ORDER SALES MIG102598"
12499;"ORDER SALES MIG102100"
12297;"ORDER SALES MIG101898"
11867;"ORDER SALES MIG101468"
10824;"ORDER SALES MIG100425"
10410;"ORDER SALES MIG100011"
15116;"ORDER SALES MIG104717"
11122;"ORDER SALES MIG100723"
14753;"ORDER SALES MIG104354"
14645;"ORDER SALES MIG104246"
14480;"ORDER SALES MIG104081"
13793;"ORDER SALES MIG103394"
13778;"ORDER SALES MIG103379"
13422;"ORDER SALES MIG103023"
12918;"ORDER SALES MIG102519"
11762;"ORDER SALES MIG101363"
11694;"ORDER SALES MIG101295"
11526;"ORDER SALES MIG101127"
11076;"ORDER SALES MIG100677"
10489;"ORDER SALES MIG100090"
10407;"ORDER SALES MIG100008"
15369;"ORDER SALES MIG104970"
14479;"ORDER SALES MIG104080"
14411;"ORDER SALES MIG104012"
14158;"ORDER SALES MIG103759"
13683;"ORDER SALES MIG103284"
13486;"ORDER SALES MIG103087"
13134;"ORDER SALES MIG102735"
12827;"ORDER SALES MIG102428"
12661;"ORDER SALES MIG102262"
12619;"ORDER SALES MIG102220"
12212;"ORDER SALES MIG101813"
11283;"ORDER SALES MIG100884"
11146;"ORDER SALES MIG100747"
11105;"ORDER SALES MIG100706"
11088;"ORDER SALES MIG100689"
10890;"ORDER SALES MIG100491"
10621;"ORDER SALES MIG100222"
15305;"ORDER SALES MIG104906"
12096;"ORDER SALES MIG101697"
10612;"ORDER SALES MIG100213"
10581;"ORDER SALES MIG100182"
13387;"ORDER SALES MIG102988"
12440;"ORDER SALES MIG102041"
11816;"ORDER SALES MIG101417"
11501;"ORDER SALES MIG101102"
14637;"ORDER SALES MIG104238"
14194;"ORDER SALES MIG103795"
13785;"ORDER SALES MIG103386"
12420;"ORDER SALES MIG102021"
11119;"ORDER SALES MIG100720"
14811;"ORDER SALES MIG104412"
14719;"ORDER SALES MIG104320"
14703;"ORDER SALES MIG104304"
14207;"ORDER SALES MIG103808"
13965;"ORDER SALES MIG103566"
13905;"ORDER SALES MIG103506"
13471;"ORDER SALES MIG103072"
12868;"ORDER SALES MIG102469"
11321;"ORDER SALES MIG100922"
10978;"ORDER SALES MIG100579"
10976;"ORDER SALES MIG100577"
15341;"ORDER SALES MIG104942"
14427;"ORDER SALES MIG104028"
14301;"ORDER SALES MIG103902"
13947;"ORDER SALES MIG103548"
13903;"ORDER SALES MIG103504"
13838;"ORDER SALES MIG103439"
13769;"ORDER SALES MIG103370"
13340;"ORDER SALES MIG102941"
12431;"ORDER SALES MIG102032"
12280;"ORDER SALES MIG101881"
11904;"ORDER SALES MIG101505"
11374;"ORDER SALES MIG100975"
10865;"ORDER SALES MIG100466"
10602;"ORDER SALES MIG100203"
10563;"ORDER SALES MIG100164"
15211;"ORDER SALES MIG104812"
14990;"ORDER SALES MIG104591"
12773;"ORDER SALES MIG102374"
10409;"ORDER SALES MIG100010"
15132;"ORDER SALES MIG104733"
13764;"ORDER SALES MIG103365"
11947;"ORDER SALES MIG101548"
11556;"ORDER SALES MIG101157"
14772;"ORDER SALES MIG104373"
14652;"ORDER SALES MIG104253"
12547;"ORDER SALES MIG102148"
11971;"ORDER SALES MIG101572"
11791;"ORDER SALES MIG101392"
11083;"ORDER SALES MIG100684"
14441;"ORDER SALES MIG104042"
13558;"ORDER SALES MIG103159"
12550;"ORDER SALES MIG102151"
12209;"ORDER SALES MIG101810"
12187;"ORDER SALES MIG101788"
11455;"ORDER SALES MIG101056"
10553;"ORDER SALES MIG100154"
15327;"ORDER SALES MIG104928"
15029;"ORDER SALES MIG104630"
15354;"ORDER SALES MIG104955"
15304;"ORDER SALES MIG104905"
15092;"ORDER SALES MIG104693"
14900;"ORDER SALES MIG104501"
14040;"ORDER SALES MIG103641"
13164;"ORDER SALES MIG102765"
11342;"ORDER SALES MIG100943"
10981;"ORDER SALES MIG100582"
15222;"ORDER SALES MIG104823"
15144;"ORDER SALES MIG104745"
14313;"ORDER SALES MIG103914"
14250;"ORDER SALES MIG103851"
14106;"ORDER SALES MIG103707"
13557;"ORDER SALES MIG103158"
13518;"ORDER SALES MIG103119"
13395;"ORDER SALES MIG102996"
12958;"ORDER SALES MIG102559"
12781;"ORDER SALES MIG102382"
12250;"ORDER SALES MIG101851"
12203;"ORDER SALES MIG101804"
12037;"ORDER SALES MIG101638"
11991;"ORDER SALES MIG101592"
11760;"ORDER SALES MIG101361"
11756;"ORDER SALES MIG101357"
11345;"ORDER SALES MIG100946"
11264;"ORDER SALES MIG100865"
11178;"ORDER SALES MIG100779"
10714;"ORDER SALES MIG100315"
10670;"ORDER SALES MIG100271"
15259;"ORDER SALES MIG104860"
14222;"ORDER SALES MIG103823"
11288;"ORDER SALES MIG100889"
10875;"ORDER SALES MIG100476"
14428;"ORDER SALES MIG104029"
13215;"ORDER SALES MIG102816"
11622;"ORDER SALES MIG101223"
11359;"ORDER SALES MIG100960"
10925;"ORDER SALES MIG100526"
10604;"ORDER SALES MIG100205"
13992;"ORDER SALES MIG103593"
13836;"ORDER SALES MIG103437"
13790;"ORDER SALES MIG103391"
12927;"ORDER SALES MIG102528"
11548;"ORDER SALES MIG101149"
10923;"ORDER SALES MIG100524"
14620;"ORDER SALES MIG104221"
13465;"ORDER SALES MIG103066"
11410;"ORDER SALES MIG101011"
10423;"ORDER SALES MIG100024"
11466;"ORDER SALES MIG101067"
11291;"ORDER SALES MIG100892"
15334;"ORDER SALES MIG104935"
15238;"ORDER SALES MIG104839"
15017;"ORDER SALES MIG104618"
14653;"ORDER SALES MIG104254"
14171;"ORDER SALES MIG103772"
13923;"ORDER SALES MIG103524"
13645;"ORDER SALES MIG103246"
13145;"ORDER SALES MIG102746"
12967;"ORDER SALES MIG102568"
11177;"ORDER SALES MIG100778"
10920;"ORDER SALES MIG100521"
15228;"ORDER SALES MIG104829"
15177;"ORDER SALES MIG104778"
15141;"ORDER SALES MIG104742"
14939;"ORDER SALES MIG104540"
14857;"ORDER SALES MIG104458"
14263;"ORDER SALES MIG103864"
14174;"ORDER SALES MIG103775"
13787;"ORDER SALES MIG103388"
13767;"ORDER SALES MIG103368"
13534;"ORDER SALES MIG103135"
13213;"ORDER SALES MIG102814"
13115;"ORDER SALES MIG102716"
12365;"ORDER SALES MIG101966"
11950;"ORDER SALES MIG101551"
11258;"ORDER SALES MIG100859"
10909;"ORDER SALES MIG100510"
10574;"ORDER SALES MIG100175"
14754;"ORDER SALES MIG104355"
13184;"ORDER SALES MIG102785"
12625;"ORDER SALES MIG102226"
12373;"ORDER SALES MIG101974"
14867;"ORDER SALES MIG104468"
14482;"ORDER SALES MIG104083"
14314;"ORDER SALES MIG103915"
14059;"ORDER SALES MIG103660"
11530;"ORDER SALES MIG101131"
11212;"ORDER SALES MIG100813"
11015;"ORDER SALES MIG100616"
10664;"ORDER SALES MIG100265"
13901;"ORDER SALES MIG103502"
13461;"ORDER SALES MIG103062"
12867;"ORDER SALES MIG102468"
12798;"ORDER SALES MIG102399"
11744;"ORDER SALES MIG101345"
15071;"ORDER SALES MIG104672"
11899;"ORDER SALES MIG101500"
15002;"ORDER SALES MIG104603"
14925;"ORDER SALES MIG104526"
14558;"ORDER SALES MIG104159"
14394;"ORDER SALES MIG103995"
14009;"ORDER SALES MIG103610"
13850;"ORDER SALES MIG103451"
13443;"ORDER SALES MIG103044"
13354;"ORDER SALES MIG102955"
12738;"ORDER SALES MIG102339"
12472;"ORDER SALES MIG102073"
12224;"ORDER SALES MIG101825"
11979;"ORDER SALES MIG101580"
11819;"ORDER SALES MIG101420"
11465;"ORDER SALES MIG101066"
11091;"ORDER SALES MIG100692"
15364;"ORDER SALES MIG104965"
15128;"ORDER SALES MIG104729"
14989;"ORDER SALES MIG104590"
14092;"ORDER SALES MIG103693"
13941;"ORDER SALES MIG103542"
13420;"ORDER SALES MIG103021"
13233;"ORDER SALES MIG102834"
13121;"ORDER SALES MIG102722"
13093;"ORDER SALES MIG102694"
12338;"ORDER SALES MIG101939"
12331;"ORDER SALES MIG101932"
12188;"ORDER SALES MIG101789"
11589;"ORDER SALES MIG101190"
11204;"ORDER SALES MIG100805"
10873;"ORDER SALES MIG100474"
10729;"ORDER SALES MIG100330"
14971;"ORDER SALES MIG104572"
14938;"ORDER SALES MIG104539"
14787;"ORDER SALES MIG104388"
10835;"ORDER SALES MIG100436"
15220;"ORDER SALES MIG104821"
14968;"ORDER SALES MIG104569"
14187;"ORDER SALES MIG103788"
12564;"ORDER SALES MIG102165"
11838;"ORDER SALES MIG101439"
11485;"ORDER SALES MIG101086"
13722;"ORDER SALES MIG103323"
13232;"ORDER SALES MIG102833"
13212;"ORDER SALES MIG102813"
13075;"ORDER SALES MIG102676"
11822;"ORDER SALES MIG101423"
11637;"ORDER SALES MIG101238"
15182;"ORDER SALES MIG104783"
15164;"ORDER SALES MIG104765"
14288;"ORDER SALES MIG103889"
13720;"ORDER SALES MIG103321"
13172;"ORDER SALES MIG102773"
12885;"ORDER SALES MIG102486"
12859;"ORDER SALES MIG102460"
12768;"ORDER SALES MIG102369"
12589;"ORDER SALES MIG102190"
12443;"ORDER SALES MIG102044"
12237;"ORDER SALES MIG101838"
11765;"ORDER SALES MIG101366"
11708;"ORDER SALES MIG101309"
11520;"ORDER SALES MIG101121"
10869;"ORDER SALES MIG100470"
10681;"ORDER SALES MIG100282"
15138;"ORDER SALES MIG104739"
14805;"ORDER SALES MIG104406"
14251;"ORDER SALES MIG103852"
13441;"ORDER SALES MIG103042"
13286;"ORDER SALES MIG102887"
13278;"ORDER SALES MIG102879"
13097;"ORDER SALES MIG102698"
12930;"ORDER SALES MIG102531"
12862;"ORDER SALES MIG102463"
12807;"ORDER SALES MIG102408"
12043;"ORDER SALES MIG101644"
10809;"ORDER SALES MIG100410"
10671;"ORDER SALES MIG100272"
10498;"ORDER SALES MIG100099"
14656;"ORDER SALES MIG104257"
13995;"ORDER SALES MIG103596"
12897;"ORDER SALES MIG102498"
15093;"ORDER SALES MIG104694"
14827;"ORDER SALES MIG104428"
14540;"ORDER SALES MIG104141"
12731;"ORDER SALES MIG102332"
12666;"ORDER SALES MIG102267"
11898;"ORDER SALES MIG101499"
11503;"ORDER SALES MIG101104"
10616;"ORDER SALES MIG100217"
14444;"ORDER SALES MIG104045"
12013;"ORDER SALES MIG101614"
11186;"ORDER SALES MIG100787"
10822;"ORDER SALES MIG100423"
11505;"ORDER SALES MIG101106"
14767;"ORDER SALES MIG104368"
14341;"ORDER SALES MIG103942"
14163;"ORDER SALES MIG103764"
13290;"ORDER SALES MIG102891"
12502;"ORDER SALES MIG102103"
12161;"ORDER SALES MIG101762"
12044;"ORDER SALES MIG101645"
12027;"ORDER SALES MIG101628"
11893;"ORDER SALES MIG101494"
15338;"ORDER SALES MIG104939"
14818;"ORDER SALES MIG104419"
14642;"ORDER SALES MIG104243"
14390;"ORDER SALES MIG103991"
14066;"ORDER SALES MIG103667"
13978;"ORDER SALES MIG103579"
13699;"ORDER SALES MIG103300"
13632;"ORDER SALES MIG103233"
13280;"ORDER SALES MIG102881"
13167;"ORDER SALES MIG102768"
12892;"ORDER SALES MIG102493"
12388;"ORDER SALES MIG101989"
12050;"ORDER SALES MIG101651"
12021;"ORDER SALES MIG101622"
11977;"ORDER SALES MIG101578"
11603;"ORDER SALES MIG101204"
11543;"ORDER SALES MIG101144"
11354;"ORDER SALES MIG100955"
10807;"ORDER SALES MIG100408"
14274;"ORDER SALES MIG103875"
11098;"ORDER SALES MIG100699"
13913;"ORDER SALES MIG103514"
13771;"ORDER SALES MIG103372"
13159;"ORDER SALES MIG102760"
13062;"ORDER SALES MIG102663"
11831;"ORDER SALES MIG101432"
11635;"ORDER SALES MIG101236"
10847;"ORDER SALES MIG100448"
14065;"ORDER SALES MIG103666"
12939;"ORDER SALES MIG102540"
11400;"ORDER SALES MIG101001"
10886;"ORDER SALES MIG100487"
10735;"ORDER SALES MIG100336"
15208;"ORDER SALES MIG104809"
15075;"ORDER SALES MIG104676"
14499;"ORDER SALES MIG104100"
14220;"ORDER SALES MIG103821"
14053;"ORDER SALES MIG103654"
13806;"ORDER SALES MIG103407"
13474;"ORDER SALES MIG103075"
13243;"ORDER SALES MIG102844"
12837;"ORDER SALES MIG102438"
12469;"ORDER SALES MIG102070"
12146;"ORDER SALES MIG101747"
12073;"ORDER SALES MIG101674"
11570;"ORDER SALES MIG101171"
10968;"ORDER SALES MIG100569"
15275;"ORDER SALES MIG104876"
14999;"ORDER SALES MIG104600"
14552;"ORDER SALES MIG104153"
14419;"ORDER SALES MIG104020"
14237;"ORDER SALES MIG103838"
13662;"ORDER SALES MIG103263"
13242;"ORDER SALES MIG102843"
12865;"ORDER SALES MIG102466"
12602;"ORDER SALES MIG102203"
11949;"ORDER SALES MIG101550"
11910;"ORDER SALES MIG101511"
11594;"ORDER SALES MIG101195"
11292;"ORDER SALES MIG100893"
11287;"ORDER SALES MIG100888"
11199;"ORDER SALES MIG100800"
11037;"ORDER SALES MIG100638"
10592;"ORDER SALES MIG100193"
14423;"ORDER SALES MIG104024"
14128;"ORDER SALES MIG103729"
14819;"ORDER SALES MIG104420"
14044;"ORDER SALES MIG103645"
13896;"ORDER SALES MIG103497"
13548;"ORDER SALES MIG103149"
13505;"ORDER SALES MIG103106"
13109;"ORDER SALES MIG102710"
14987;"ORDER SALES MIG104588"
14353;"ORDER SALES MIG103954"
12605;"ORDER SALES MIG102206"
12379;"ORDER SALES MIG101980"
12169;"ORDER SALES MIG101770"
11729;"ORDER SALES MIG101330"
11278;"ORDER SALES MIG100879"
10953;"ORDER SALES MIG100554"
15076;"ORDER SALES MIG104677"
14379;"ORDER SALES MIG103980"
14074;"ORDER SALES MIG103675"
12714;"ORDER SALES MIG102315"
12166;"ORDER SALES MIG101767"
12009;"ORDER SALES MIG101610"
15376;"ORDER SALES MIG104977"
15139;"ORDER SALES MIG104740"
14801;"ORDER SALES MIG104402"
14518;"ORDER SALES MIG104119"
14503;"ORDER SALES MIG104104"
14304;"ORDER SALES MIG103905"
13710;"ORDER SALES MIG103311"
13399;"ORDER SALES MIG103000"
12737;"ORDER SALES MIG102338"
12447;"ORDER SALES MIG102048"
11615;"ORDER SALES MIG101216"
10973;"ORDER SALES MIG100574"
10692;"ORDER SALES MIG100293"
10546;"ORDER SALES MIG100147"
15246;"ORDER SALES MIG104847"
14916;"ORDER SALES MIG104517"
14852;"ORDER SALES MIG104453"
14644;"ORDER SALES MIG104245"
14553;"ORDER SALES MIG104154"
14438;"ORDER SALES MIG104039"
14333;"ORDER SALES MIG103934"
14203;"ORDER SALES MIG103804"
13997;"ORDER SALES MIG103598"
13603;"ORDER SALES MIG103204"
13546;"ORDER SALES MIG103147"
13432;"ORDER SALES MIG103033"
13320;"ORDER SALES MIG102921"
13131;"ORDER SALES MIG102732"
13003;"ORDER SALES MIG102604"
12965;"ORDER SALES MIG102566"
12636;"ORDER SALES MIG102237"
12597;"ORDER SALES MIG102198"
12586;"ORDER SALES MIG102187"
12517;"ORDER SALES MIG102118"
11357;"ORDER SALES MIG100958"
10862;"ORDER SALES MIG100463"
10420;"ORDER SALES MIG100021"
11393;"ORDER SALES MIG100994"
14695;"ORDER SALES MIG104296"
12644;"ORDER SALES MIG102245"
12374;"ORDER SALES MIG101975"
10701;"ORDER SALES MIG100302"
13004;"ORDER SALES MIG102605"
12979;"ORDER SALES MIG102580"
11710;"ORDER SALES MIG101311"
11184;"ORDER SALES MIG100785"
10562;"ORDER SALES MIG100163"
10549;"ORDER SALES MIG100150"
10477;"ORDER SALES MIG100078"
14494;"ORDER SALES MIG104095"
13862;"ORDER SALES MIG103463"
11013;"ORDER SALES MIG100614"
10700;"ORDER SALES MIG100301"
11692;"ORDER SALES MIG101293"
11529;"ORDER SALES MIG101130"
15374;"ORDER SALES MIG104975"
15232;"ORDER SALES MIG104833"
14022;"ORDER SALES MIG103623"
12904;"ORDER SALES MIG102505"
12558;"ORDER SALES MIG102159"
12435;"ORDER SALES MIG102036"
12053;"ORDER SALES MIG101654"
10695;"ORDER SALES MIG100296"
14995;"ORDER SALES MIG104596"
14532;"ORDER SALES MIG104133"
13691;"ORDER SALES MIG103292"
13581;"ORDER SALES MIG103182"
13456;"ORDER SALES MIG103057"
13203;"ORDER SALES MIG102804"
12806;"ORDER SALES MIG102407"
12650;"ORDER SALES MIG102251"
12352;"ORDER SALES MIG101953"
12148;"ORDER SALES MIG101749"
11373;"ORDER SALES MIG100974"
11281;"ORDER SALES MIG100882"
11052;"ORDER SALES MIG100653"
10576;"ORDER SALES MIG100177"
14579;"ORDER SALES MIG104180"
12441;"ORDER SALES MIG102042"
14591;"ORDER SALES MIG104192"
13289;"ORDER SALES MIG102890"
13126;"ORDER SALES MIG102727"
11418;"ORDER SALES MIG101019"
12272;"ORDER SALES MIG101873"
12206;"ORDER SALES MIG101807"
11889;"ORDER SALES MIG101490"
11573;"ORDER SALES MIG101174"
11267;"ORDER SALES MIG100868"
11074;"ORDER SALES MIG100675"
10854;"ORDER SALES MIG100455"
10803;"ORDER SALES MIG100404"
14814;"ORDER SALES MIG104415"
13060;"ORDER SALES MIG102661"
12453;"ORDER SALES MIG102054"
10853;"ORDER SALES MIG100454"
10400;"ORDER SALES MIG100001"
15380;"ORDER SALES MIG104981"
14808;"ORDER SALES MIG104409"
11257;"ORDER SALES MIG100858"
15348;"ORDER SALES MIG104949"
15295;"ORDER SALES MIG104896"
15087;"ORDER SALES MIG104688"
14807;"ORDER SALES MIG104408"
14460;"ORDER SALES MIG104061"
12972;"ORDER SALES MIG102573"
12448;"ORDER SALES MIG102049"
12294;"ORDER SALES MIG101895"
11871;"ORDER SALES MIG101472"
10569;"ORDER SALES MIG100170"
15289;"ORDER SALES MIG104890"
15147;"ORDER SALES MIG104748"
14581;"ORDER SALES MIG104182"
14204;"ORDER SALES MIG103805"
14021;"ORDER SALES MIG103622"
13993;"ORDER SALES MIG103594"
13643;"ORDER SALES MIG103244"
13317;"ORDER SALES MIG102918"
13315;"ORDER SALES MIG102916"
13082;"ORDER SALES MIG102683"
13052;"ORDER SALES MIG102653"
12901;"ORDER SALES MIG102502"
12742;"ORDER SALES MIG102343"
12686;"ORDER SALES MIG102287"
12492;"ORDER SALES MIG102093"
12399;"ORDER SALES MIG102000"
12245;"ORDER SALES MIG101846"
12020;"ORDER SALES MIG101621"
11868;"ORDER SALES MIG101469"
11296;"ORDER SALES MIG100897"
11020;"ORDER SALES MIG100621"
10960;"ORDER SALES MIG100561"
10737;"ORDER SALES MIG100338"
11802;"ORDER SALES MIG101403"
11375;"ORDER SALES MIG100976"
14816;"ORDER SALES MIG104417"
12175;"ORDER SALES MIG101776"
11683;"ORDER SALES MIG101284"
11167;"ORDER SALES MIG100768"
14863;"ORDER SALES MIG104464"
14206;"ORDER SALES MIG103807"
13191;"ORDER SALES MIG102792"
13044;"ORDER SALES MIG102645"
12395;"ORDER SALES MIG101996"
12291;"ORDER SALES MIG101892"
11221;"ORDER SALES MIG100822"
10607;"ORDER SALES MIG100208"
14802;"ORDER SALES MIG104403"
14063;"ORDER SALES MIG103664"
14725;"ORDER SALES MIG104326"
14442;"ORDER SALES MIG104043"
13929;"ORDER SALES MIG103530"
13731;"ORDER SALES MIG103332"
13607;"ORDER SALES MIG103208"
12473;"ORDER SALES MIG102074"
12334;"ORDER SALES MIG101935"
11459;"ORDER SALES MIG101060"
10558;"ORDER SALES MIG100159"
14752;"ORDER SALES MIG104353"
14744;"ORDER SALES MIG104345"
14290;"ORDER SALES MIG103891"
14033;"ORDER SALES MIG103634"
13899;"ORDER SALES MIG103500"
13292;"ORDER SALES MIG102893"
13247;"ORDER SALES MIG102848"
13222;"ORDER SALES MIG102823"
12852;"ORDER SALES MIG102453"
12791;"ORDER SALES MIG102392"
12512;"ORDER SALES MIG102113"
12341;"ORDER SALES MIG101942"
12295;"ORDER SALES MIG101896"
11974;"ORDER SALES MIG101575"
11429;"ORDER SALES MIG101030"
11271;"ORDER SALES MIG100872"
11160;"ORDER SALES MIG100761"
11081;"ORDER SALES MIG100682"
10759;"ORDER SALES MIG100360"
10732;"ORDER SALES MIG100333"
10623;"ORDER SALES MIG100224"
10516;"ORDER SALES MIG100117"
15175;"ORDER SALES MIG104776"
14794;"ORDER SALES MIG104395"
13950;"ORDER SALES MIG103551"
13522;"ORDER SALES MIG103123"
12896;"ORDER SALES MIG102497"
12802;"ORDER SALES MIG102403"
12084;"ORDER SALES MIG101685"
15059;"ORDER SALES MIG104660"
15024;"ORDER SALES MIG104625"
14646;"ORDER SALES MIG104247"
14632;"ORDER SALES MIG104233"
14231;"ORDER SALES MIG103832"
13362;"ORDER SALES MIG102963"
12383;"ORDER SALES MIG101984"
11702;"ORDER SALES MIG101303"
14768;"ORDER SALES MIG104369"
14088;"ORDER SALES MIG103689"
12717;"ORDER SALES MIG102318"
12275;"ORDER SALES MIG101876"
10712;"ORDER SALES MIG100313"
14463;"ORDER SALES MIG104064"
14110;"ORDER SALES MIG103711"
14002;"ORDER SALES MIG103603"
13516;"ORDER SALES MIG103117"
13481;"ORDER SALES MIG103082"
12671;"ORDER SALES MIG102272"
12162;"ORDER SALES MIG101763"
12048;"ORDER SALES MIG101649"
11730;"ORDER SALES MIG101331"
11559;"ORDER SALES MIG101160"
10930;"ORDER SALES MIG100531"
