"IDE_PEDIDO";"DES_PEDIDO"
11951;"ORDER SALES MIG101552"
11952;"ORDER SALES MIG101553"
11953;"ORDER SALES MIG101554"
11954;"ORDER SALES MIG101555"
11955;"ORDER SALES MIG101556"
11956;"ORDER SALES MIG101557"
11957;"ORDER SALES MIG101558"
11958;"ORDER SALES MIG101559"
11959;"ORDER SALES MIG101560"
11960;"ORDER SALES MIG101561"
11961;"ORDER SALES MIG101562"
11962;"ORDER SALES MIG101563"
11963;"ORDER SALES MIG101564"
11964;"ORDER SALES MIG101565"
11965;"ORDER SALES MIG101566"
11966;"ORDER SALES MIG101567"
11967;"ORDER SALES MIG101568"
11968;"ORDER SALES MIG101569"
11969;"ORDER SALES MIG101570"
11970;"ORDER SALES MIG101571"
11971;"ORDER SALES MIG101572"
11972;"ORDER SALES MIG101573"
11973;"ORDER SALES MIG101574"
11974;"ORDER SALES MIG101575"
11975;"ORDER SALES MIG101576"
11976;"ORDER SALES MIG101577"
11977;"ORDER SALES MIG101578"
11978;"ORDER SALES MIG101579"
11979;"ORDER SALES MIG101580"
11980;"ORDER SALES MIG101581"
11981;"ORDER SALES MIG101582"
11982;"ORDER SALES MIG101583"
11983;"ORDER SALES MIG101584"
11984;"ORDER SALES MIG101585"
11985;"ORDER SALES MIG101586"
11986;"ORDER SALES MIG101587"
11987;"ORDER SALES MIG101588"
11988;"ORDER SALES MIG101589"
11989;"ORDER SALES MIG101590"
11990;"ORDER SALES MIG101591"
11991;"ORDER SALES MIG101592"
11992;"ORDER SALES MIG101593"
11993;"ORDER SALES MIG101594"
11994;"ORDER SALES MIG101595"
11995;"ORDER SALES MIG101596"
11996;"ORDER SALES MIG101597"
11997;"ORDER SALES MIG101598"
11998;"ORDER SALES MIG101599"
11999;"ORDER SALES MIG101600"
12000;"ORDER SALES MIG101601"
12001;"ORDER SALES MIG101602"
12002;"ORDER SALES MIG101603"
12003;"ORDER SALES MIG101604"
12004;"ORDER SALES MIG101605"
12005;"ORDER SALES MIG101606"
12006;"ORDER SALES MIG101607"
12007;"ORDER SALES MIG101608"
12008;"ORDER SALES MIG101609"
12009;"ORDER SALES MIG101610"
12010;"ORDER SALES MIG101611"
12011;"ORDER SALES MIG101612"
12012;"ORDER SALES MIG101613"
12013;"ORDER SALES MIG101614"
12014;"ORDER SALES MIG101615"
12015;"ORDER SALES MIG101616"
12016;"ORDER SALES MIG101617"
12017;"ORDER SALES MIG101618"
12018;"ORDER SALES MIG101619"
12019;"ORDER SALES MIG101620"
12020;"ORDER SALES MIG101621"
12021;"ORDER SALES MIG101622"
12022;"ORDER SALES MIG101623"
12023;"ORDER SALES MIG101624"
12024;"ORDER SALES MIG101625"
12025;"ORDER SALES MIG101626"
12026;"ORDER SALES MIG101627"
12027;"ORDER SALES MIG101628"
12028;"ORDER SALES MIG101629"
12029;"ORDER SALES MIG101630"
12030;"ORDER SALES MIG101631"
12031;"ORDER SALES MIG101632"
12032;"ORDER SALES MIG101633"
12033;"ORDER SALES MIG101634"
12034;"ORDER SALES MIG101635"
12035;"ORDER SALES MIG101636"
12036;"ORDER SALES MIG101637"
12037;"ORDER SALES MIG101638"
12038;"ORDER SALES MIG101639"
12039;"ORDER SALES MIG101640"
12040;"ORDER SALES MIG101641"
12041;"ORDER SALES MIG101642"
12042;"ORDER SALES MIG101643"
12043;"ORDER SALES MIG101644"
12044;"ORDER SALES MIG101645"
12045;"ORDER SALES MIG101646"
12046;"ORDER SALES MIG101647"
12047;"ORDER SALES MIG101648"
12048;"ORDER SALES MIG101649"
12049;"ORDER SALES MIG101650"
12050;"ORDER SALES MIG101651"
12051;"ORDER SALES MIG101652"
12052;"ORDER SALES MIG101653"
12053;"ORDER SALES MIG101654"
12054;"ORDER SALES MIG101655"
12055;"ORDER SALES MIG101656"
12056;"ORDER SALES MIG101657"
12057;"ORDER SALES MIG101658"
12058;"ORDER SALES MIG101659"
12059;"ORDER SALES MIG101660"
12060;"ORDER SALES MIG101661"
12061;"ORDER SALES MIG101662"
12062;"ORDER SALES MIG101663"
12063;"ORDER SALES MIG101664"
12064;"ORDER SALES MIG101665"
12065;"ORDER SALES MIG101666"
12066;"ORDER SALES MIG101667"
12067;"ORDER SALES MIG101668"
12068;"ORDER SALES MIG101669"
12069;"ORDER SALES MIG101670"
12070;"ORDER SALES MIG101671"
12071;"ORDER SALES MIG101672"
12072;"ORDER SALES MIG101673"
12073;"ORDER SALES MIG101674"
12074;"ORDER SALES MIG101675"
12075;"ORDER SALES MIG101676"
12076;"ORDER SALES MIG101677"
12077;"ORDER SALES MIG101678"
12078;"ORDER SALES MIG101679"
12079;"ORDER SALES MIG101680"
12080;"ORDER SALES MIG101681"
12081;"ORDER SALES MIG101682"
12082;"ORDER SALES MIG101683"
12083;"ORDER SALES MIG101684"
12084;"ORDER SALES MIG101685"
12085;"ORDER SALES MIG101686"
12086;"ORDER SALES MIG101687"
12087;"ORDER SALES MIG101688"
12088;"ORDER SALES MIG101689"
12089;"ORDER SALES MIG101690"
12090;"ORDER SALES MIG101691"
12091;"ORDER SALES MIG101692"
12092;"ORDER SALES MIG101693"
12093;"ORDER SALES MIG101694"
12094;"ORDER SALES MIG101695"
12095;"ORDER SALES MIG101696"
12096;"ORDER SALES MIG101697"
12097;"ORDER SALES MIG101698"
12098;"ORDER SALES MIG101699"
12099;"ORDER SALES MIG101700"
12100;"ORDER SALES MIG101701"
12101;"ORDER SALES MIG101702"
12102;"ORDER SALES MIG101703"
12103;"ORDER SALES MIG101704"
12104;"ORDER SALES MIG101705"
12105;"ORDER SALES MIG101706"
12106;"ORDER SALES MIG101707"
12107;"ORDER SALES MIG101708"
12108;"ORDER SALES MIG101709"
12109;"ORDER SALES MIG101710"
12110;"ORDER SALES MIG101711"
12111;"ORDER SALES MIG101712"
12112;"ORDER SALES MIG101713"
12113;"ORDER SALES MIG101714"
12114;"ORDER SALES MIG101715"
12115;"ORDER SALES MIG101716"
12116;"ORDER SALES MIG101717"
12117;"ORDER SALES MIG101718"
12118;"ORDER SALES MIG101719"
12119;"ORDER SALES MIG101720"
12120;"ORDER SALES MIG101721"
12121;"ORDER SALES MIG101722"
12122;"ORDER SALES MIG101723"
12123;"ORDER SALES MIG101724"
12124;"ORDER SALES MIG101725"
12125;"ORDER SALES MIG101726"
12126;"ORDER SALES MIG101727"
12127;"ORDER SALES MIG101728"
12128;"ORDER SALES MIG101729"
12129;"ORDER SALES MIG101730"
12130;"ORDER SALES MIG101731"
12131;"ORDER SALES MIG101732"
12132;"ORDER SALES MIG101733"
12133;"ORDER SALES MIG101734"
12134;"ORDER SALES MIG101735"
12135;"ORDER SALES MIG101736"
12136;"ORDER SALES MIG101737"
12137;"ORDER SALES MIG101738"
12138;"ORDER SALES MIG101739"
12139;"ORDER SALES MIG101740"
12140;"ORDER SALES MIG101741"
12141;"ORDER SALES MIG101742"
12142;"ORDER SALES MIG101743"
12143;"ORDER SALES MIG101744"
12144;"ORDER SALES MIG101745"
12145;"ORDER SALES MIG101746"
12146;"ORDER SALES MIG101747"
12147;"ORDER SALES MIG101748"
12148;"ORDER SALES MIG101749"
12149;"ORDER SALES MIG101750"
12150;"ORDER SALES MIG101751"
12151;"ORDER SALES MIG101752"
12152;"ORDER SALES MIG101753"
12153;"ORDER SALES MIG101754"
12154;"ORDER SALES MIG101755"
12155;"ORDER SALES MIG101756"
12156;"ORDER SALES MIG101757"
12157;"ORDER SALES MIG101758"
12158;"ORDER SALES MIG101759"
12159;"ORDER SALES MIG101760"
12160;"ORDER SALES MIG101761"
12161;"ORDER SALES MIG101762"
12162;"ORDER SALES MIG101763"
12163;"ORDER SALES MIG101764"
12164;"ORDER SALES MIG101765"
12165;"ORDER SALES MIG101766"
12166;"ORDER SALES MIG101767"
12167;"ORDER SALES MIG101768"
12168;"ORDER SALES MIG101769"
12169;"ORDER SALES MIG101770"
12170;"ORDER SALES MIG101771"
12171;"ORDER SALES MIG101772"
12172;"ORDER SALES MIG101773"
12173;"ORDER SALES MIG101774"
12174;"ORDER SALES MIG101775"
12175;"ORDER SALES MIG101776"
12176;"ORDER SALES MIG101777"
12177;"ORDER SALES MIG101778"
12178;"ORDER SALES MIG101779"
12179;"ORDER SALES MIG101780"
12180;"ORDER SALES MIG101781"
12181;"ORDER SALES MIG101782"
12182;"ORDER SALES MIG101783"
12183;"ORDER SALES MIG101784"
12184;"ORDER SALES MIG101785"
12185;"ORDER SALES MIG101786"
12186;"ORDER SALES MIG101787"
12187;"ORDER SALES MIG101788"
12188;"ORDER SALES MIG101789"
12189;"ORDER SALES MIG101790"
12190;"ORDER SALES MIG101791"
12191;"ORDER SALES MIG101792"
12192;"ORDER SALES MIG101793"
12193;"ORDER SALES MIG101794"
12194;"ORDER SALES MIG101795"
12195;"ORDER SALES MIG101796"
12196;"ORDER SALES MIG101797"
12197;"ORDER SALES MIG101798"
12198;"ORDER SALES MIG101799"
12199;"ORDER SALES MIG101800"
12200;"ORDER SALES MIG101801"
12201;"ORDER SALES MIG101802"
12202;"ORDER SALES MIG101803"
12203;"ORDER SALES MIG101804"
12204;"ORDER SALES MIG101805"
12205;"ORDER SALES MIG101806"
12206;"ORDER SALES MIG101807"
12207;"ORDER SALES MIG101808"
12208;"ORDER SALES MIG101809"
12209;"ORDER SALES MIG101810"
12210;"ORDER SALES MIG101811"
12211;"ORDER SALES MIG101812"
12212;"ORDER SALES MIG101813"
12213;"ORDER SALES MIG101814"
12214;"ORDER SALES MIG101815"
12215;"ORDER SALES MIG101816"
12216;"ORDER SALES MIG101817"
12217;"ORDER SALES MIG101818"
12218;"ORDER SALES MIG101819"
12219;"ORDER SALES MIG101820"
12220;"ORDER SALES MIG101821"
12221;"ORDER SALES MIG101822"
12222;"ORDER SALES MIG101823"
12223;"ORDER SALES MIG101824"
12224;"ORDER SALES MIG101825"
12225;"ORDER SALES MIG101826"
12226;"ORDER SALES MIG101827"
12227;"ORDER SALES MIG101828"
12228;"ORDER SALES MIG101829"
12229;"ORDER SALES MIG101830"
12230;"ORDER SALES MIG101831"
12231;"ORDER SALES MIG101832"
12232;"ORDER SALES MIG101833"
12233;"ORDER SALES MIG101834"
12234;"ORDER SALES MIG101835"
12235;"ORDER SALES MIG101836"
12236;"ORDER SALES MIG101837"
12237;"ORDER SALES MIG101838"
12238;"ORDER SALES MIG101839"
12239;"ORDER SALES MIG101840"
12240;"ORDER SALES MIG101841"
12241;"ORDER SALES MIG101842"
12242;"ORDER SALES MIG101843"
12243;"ORDER SALES MIG101844"
12244;"ORDER SALES MIG101845"
12245;"ORDER SALES MIG101846"
12246;"ORDER SALES MIG101847"
12247;"ORDER SALES MIG101848"
12248;"ORDER SALES MIG101849"
12249;"ORDER SALES MIG101850"
12250;"ORDER SALES MIG101851"
12251;"ORDER SALES MIG101852"
12252;"ORDER SALES MIG101853"
12253;"ORDER SALES MIG101854"
12254;"ORDER SALES MIG101855"
12255;"ORDER SALES MIG101856"
12256;"ORDER SALES MIG101857"
12257;"ORDER SALES MIG101858"
12258;"ORDER SALES MIG101859"
12259;"ORDER SALES MIG101860"
12260;"ORDER SALES MIG101861"
12261;"ORDER SALES MIG101862"
12262;"ORDER SALES MIG101863"
12263;"ORDER SALES MIG101864"
12264;"ORDER SALES MIG101865"
12265;"ORDER SALES MIG101866"
12266;"ORDER SALES MIG101867"
12267;"ORDER SALES MIG101868"
12268;"ORDER SALES MIG101869"
12269;"ORDER SALES MIG101870"
12270;"ORDER SALES MIG101871"
12271;"ORDER SALES MIG101872"
12272;"ORDER SALES MIG101873"
12273;"ORDER SALES MIG101874"
12274;"ORDER SALES MIG101875"
12275;"ORDER SALES MIG101876"
12276;"ORDER SALES MIG101877"
12277;"ORDER SALES MIG101878"
12278;"ORDER SALES MIG101879"
12279;"ORDER SALES MIG101880"
12280;"ORDER SALES MIG101881"
12281;"ORDER SALES MIG101882"
12282;"ORDER SALES MIG101883"
12283;"ORDER SALES MIG101884"
12284;"ORDER SALES MIG101885"
12285;"ORDER SALES MIG101886"
12286;"ORDER SALES MIG101887"
12287;"ORDER SALES MIG101888"
12288;"ORDER SALES MIG101889"
12289;"ORDER SALES MIG101890"
12290;"ORDER SALES MIG101891"
12291;"ORDER SALES MIG101892"
12292;"ORDER SALES MIG101893"
12293;"ORDER SALES MIG101894"
12294;"ORDER SALES MIG101895"
12295;"ORDER SALES MIG101896"
12296;"ORDER SALES MIG101897"
12297;"ORDER SALES MIG101898"
12298;"ORDER SALES MIG101899"
12299;"ORDER SALES MIG101900"
12300;"ORDER SALES MIG101901"
12301;"ORDER SALES MIG101902"
12302;"ORDER SALES MIG101903"
12303;"ORDER SALES MIG101904"
12304;"ORDER SALES MIG101905"
12305;"ORDER SALES MIG101906"
12306;"ORDER SALES MIG101907"
12307;"ORDER SALES MIG101908"
12308;"ORDER SALES MIG101909"
12309;"ORDER SALES MIG101910"
12310;"ORDER SALES MIG101911"
12311;"ORDER SALES MIG101912"
12312;"ORDER SALES MIG101913"
12313;"ORDER SALES MIG101914"
12314;"ORDER SALES MIG101915"
12315;"ORDER SALES MIG101916"
12316;"ORDER SALES MIG101917"
12317;"ORDER SALES MIG101918"
12318;"ORDER SALES MIG101919"
12319;"ORDER SALES MIG101920"
12320;"ORDER SALES MIG101921"
12321;"ORDER SALES MIG101922"
12322;"ORDER SALES MIG101923"
12323;"ORDER SALES MIG101924"
12324;"ORDER SALES MIG101925"
12325;"ORDER SALES MIG101926"
12326;"ORDER SALES MIG101927"
12327;"ORDER SALES MIG101928"
12328;"ORDER SALES MIG101929"
12329;"ORDER SALES MIG101930"
12330;"ORDER SALES MIG101931"
12331;"ORDER SALES MIG101932"
12332;"ORDER SALES MIG101933"
12333;"ORDER SALES MIG101934"
12334;"ORDER SALES MIG101935"
12335;"ORDER SALES MIG101936"
12336;"ORDER SALES MIG101937"
12337;"ORDER SALES MIG101938"
12338;"ORDER SALES MIG101939"
12339;"ORDER SALES MIG101940"
12340;"ORDER SALES MIG101941"
12341;"ORDER SALES MIG101942"
12342;"ORDER SALES MIG101943"
12343;"ORDER SALES MIG101944"
12344;"ORDER SALES MIG101945"
12345;"ORDER SALES MIG101946"
12346;"ORDER SALES MIG101947"
12347;"ORDER SALES MIG101948"
12348;"ORDER SALES MIG101949"
12349;"ORDER SALES MIG101950"
12350;"ORDER SALES MIG101951"
12351;"ORDER SALES MIG101952"
12352;"ORDER SALES MIG101953"
12353;"ORDER SALES MIG101954"
12354;"ORDER SALES MIG101955"
12355;"ORDER SALES MIG101956"
12356;"ORDER SALES MIG101957"
12357;"ORDER SALES MIG101958"
12358;"ORDER SALES MIG101959"
12359;"ORDER SALES MIG101960"
12360;"ORDER SALES MIG101961"
12361;"ORDER SALES MIG101962"
12362;"ORDER SALES MIG101963"
12363;"ORDER SALES MIG101964"
12364;"ORDER SALES MIG101965"
12365;"ORDER SALES MIG101966"
12366;"ORDER SALES MIG101967"
12367;"ORDER SALES MIG101968"
12368;"ORDER SALES MIG101969"
12369;"ORDER SALES MIG101970"
12370;"ORDER SALES MIG101971"
12371;"ORDER SALES MIG101972"
12372;"ORDER SALES MIG101973"
12373;"ORDER SALES MIG101974"
12374;"ORDER SALES MIG101975"
12375;"ORDER SALES MIG101976"
12376;"ORDER SALES MIG101977"
12377;"ORDER SALES MIG101978"
12378;"ORDER SALES MIG101979"
12379;"ORDER SALES MIG101980"
12380;"ORDER SALES MIG101981"
12381;"ORDER SALES MIG101982"
12382;"ORDER SALES MIG101983"
12383;"ORDER SALES MIG101984"
12384;"ORDER SALES MIG101985"
12385;"ORDER SALES MIG101986"
12386;"ORDER SALES MIG101987"
12387;"ORDER SALES MIG101988"
12388;"ORDER SALES MIG101989"
12389;"ORDER SALES MIG101990"
12390;"ORDER SALES MIG101991"
12391;"ORDER SALES MIG101992"
12392;"ORDER SALES MIG101993"
12393;"ORDER SALES MIG101994"
12394;"ORDER SALES MIG101995"
12395;"ORDER SALES MIG101996"
12396;"ORDER SALES MIG101997"
12397;"ORDER SALES MIG101998"
12398;"ORDER SALES MIG101999"
12399;"ORDER SALES MIG102000"
12400;"ORDER SALES MIG102001"
12401;"ORDER SALES MIG102002"
12402;"ORDER SALES MIG102003"
12403;"ORDER SALES MIG102004"
12404;"ORDER SALES MIG102005"
12405;"ORDER SALES MIG102006"
12406;"ORDER SALES MIG102007"
12407;"ORDER SALES MIG102008"
12408;"ORDER SALES MIG102009"
12409;"ORDER SALES MIG102010"
12410;"ORDER SALES MIG102011"
12411;"ORDER SALES MIG102012"
12412;"ORDER SALES MIG102013"
12413;"ORDER SALES MIG102014"
12414;"ORDER SALES MIG102015"
12415;"ORDER SALES MIG102016"
12416;"ORDER SALES MIG102017"
12417;"ORDER SALES MIG102018"
12418;"ORDER SALES MIG102019"
12419;"ORDER SALES MIG102020"
12420;"ORDER SALES MIG102021"
12421;"ORDER SALES MIG102022"
12422;"ORDER SALES MIG102023"
12423;"ORDER SALES MIG102024"
12424;"ORDER SALES MIG102025"
12425;"ORDER SALES MIG102026"
12426;"ORDER SALES MIG102027"
12427;"ORDER SALES MIG102028"
12428;"ORDER SALES MIG102029"
12429;"ORDER SALES MIG102030"
12430;"ORDER SALES MIG102031"
12431;"ORDER SALES MIG102032"
12432;"ORDER SALES MIG102033"
12433;"ORDER SALES MIG102034"
12434;"ORDER SALES MIG102035"
12435;"ORDER SALES MIG102036"
12436;"ORDER SALES MIG102037"
12437;"ORDER SALES MIG102038"
12438;"ORDER SALES MIG102039"
12439;"ORDER SALES MIG102040"
12440;"ORDER SALES MIG102041"
12441;"ORDER SALES MIG102042"
12442;"ORDER SALES MIG102043"
12443;"ORDER SALES MIG102044"
12444;"ORDER SALES MIG102045"
12445;"ORDER SALES MIG102046"
12446;"ORDER SALES MIG102047"
12447;"ORDER SALES MIG102048"
12448;"ORDER SALES MIG102049"
12449;"ORDER SALES MIG102050"
12450;"ORDER SALES MIG102051"
12451;"ORDER SALES MIG102052"
12452;"ORDER SALES MIG102053"
12453;"ORDER SALES MIG102054"
12454;"ORDER SALES MIG102055"
12455;"ORDER SALES MIG102056"
12456;"ORDER SALES MIG102057"
12457;"ORDER SALES MIG102058"
12458;"ORDER SALES MIG102059"
12459;"ORDER SALES MIG102060"
12460;"ORDER SALES MIG102061"
12461;"ORDER SALES MIG102062"
12462;"ORDER SALES MIG102063"
12463;"ORDER SALES MIG102064"
12464;"ORDER SALES MIG102065"
12465;"ORDER SALES MIG102066"
12466;"ORDER SALES MIG102067"
12467;"ORDER SALES MIG102068"
12468;"ORDER SALES MIG102069"
12469;"ORDER SALES MIG102070"
12470;"ORDER SALES MIG102071"
12471;"ORDER SALES MIG102072"
12472;"ORDER SALES MIG102073"
12473;"ORDER SALES MIG102074"
12474;"ORDER SALES MIG102075"
12475;"ORDER SALES MIG102076"
12476;"ORDER SALES MIG102077"
12477;"ORDER SALES MIG102078"
12478;"ORDER SALES MIG102079"
12479;"ORDER SALES MIG102080"
12480;"ORDER SALES MIG102081"
12481;"ORDER SALES MIG102082"
12482;"ORDER SALES MIG102083"
12483;"ORDER SALES MIG102084"
12484;"ORDER SALES MIG102085"
12485;"ORDER SALES MIG102086"
12486;"ORDER SALES MIG102087"
12487;"ORDER SALES MIG102088"
12488;"ORDER SALES MIG102089"
12489;"ORDER SALES MIG102090"
12490;"ORDER SALES MIG102091"
12491;"ORDER SALES MIG102092"
12492;"ORDER SALES MIG102093"
12493;"ORDER SALES MIG102094"
12494;"ORDER SALES MIG102095"
12495;"ORDER SALES MIG102096"
12496;"ORDER SALES MIG102097"
12497;"ORDER SALES MIG102098"
12498;"ORDER SALES MIG102099"
12499;"ORDER SALES MIG102100"
12500;"ORDER SALES MIG102101"
12501;"ORDER SALES MIG102102"
12502;"ORDER SALES MIG102103"
12503;"ORDER SALES MIG102104"
12504;"ORDER SALES MIG102105"
12505;"ORDER SALES MIG102106"
12506;"ORDER SALES MIG102107"
12507;"ORDER SALES MIG102108"
12508;"ORDER SALES MIG102109"
12509;"ORDER SALES MIG102110"
12510;"ORDER SALES MIG102111"
12511;"ORDER SALES MIG102112"
12512;"ORDER SALES MIG102113"
12513;"ORDER SALES MIG102114"
12514;"ORDER SALES MIG102115"
12515;"ORDER SALES MIG102116"
12516;"ORDER SALES MIG102117"
12517;"ORDER SALES MIG102118"
12518;"ORDER SALES MIG102119"
12519;"ORDER SALES MIG102120"
12520;"ORDER SALES MIG102121"
12521;"ORDER SALES MIG102122"
12522;"ORDER SALES MIG102123"
12523;"ORDER SALES MIG102124"
12524;"ORDER SALES MIG102125"
12525;"ORDER SALES MIG102126"
12526;"ORDER SALES MIG102127"
12527;"ORDER SALES MIG102128"
12528;"ORDER SALES MIG102129"
12529;"ORDER SALES MIG102130"
12530;"ORDER SALES MIG102131"
12531;"ORDER SALES MIG102132"
12532;"ORDER SALES MIG102133"
12533;"ORDER SALES MIG102134"
12534;"ORDER SALES MIG102135"
12535;"ORDER SALES MIG102136"
12536;"ORDER SALES MIG102137"
12537;"ORDER SALES MIG102138"
12538;"ORDER SALES MIG102139"
12539;"ORDER SALES MIG102140"
12540;"ORDER SALES MIG102141"
12541;"ORDER SALES MIG102142"
12542;"ORDER SALES MIG102143"
12543;"ORDER SALES MIG102144"
12544;"ORDER SALES MIG102145"
12545;"ORDER SALES MIG102146"
12546;"ORDER SALES MIG102147"
12547;"ORDER SALES MIG102148"
12548;"ORDER SALES MIG102149"
12549;"ORDER SALES MIG102150"
12550;"ORDER SALES MIG102151"
12551;"ORDER SALES MIG102152"
12552;"ORDER SALES MIG102153"
12553;"ORDER SALES MIG102154"
12554;"ORDER SALES MIG102155"
12555;"ORDER SALES MIG102156"
12556;"ORDER SALES MIG102157"
12557;"ORDER SALES MIG102158"
12558;"ORDER SALES MIG102159"
12559;"ORDER SALES MIG102160"
12560;"ORDER SALES MIG102161"
12561;"ORDER SALES MIG102162"
12562;"ORDER SALES MIG102163"
12563;"ORDER SALES MIG102164"
12564;"ORDER SALES MIG102165"
12565;"ORDER SALES MIG102166"
12566;"ORDER SALES MIG102167"
12567;"ORDER SALES MIG102168"
12568;"ORDER SALES MIG102169"
12569;"ORDER SALES MIG102170"
12570;"ORDER SALES MIG102171"
12571;"ORDER SALES MIG102172"
12572;"ORDER SALES MIG102173"
12573;"ORDER SALES MIG102174"
12574;"ORDER SALES MIG102175"
12575;"ORDER SALES MIG102176"
12576;"ORDER SALES MIG102177"
12577;"ORDER SALES MIG102178"
12578;"ORDER SALES MIG102179"
12579;"ORDER SALES MIG102180"
12580;"ORDER SALES MIG102181"
12581;"ORDER SALES MIG102182"
12582;"ORDER SALES MIG102183"
12583;"ORDER SALES MIG102184"
12584;"ORDER SALES MIG102185"
12585;"ORDER SALES MIG102186"
12586;"ORDER SALES MIG102187"
12587;"ORDER SALES MIG102188"
12588;"ORDER SALES MIG102189"
12589;"ORDER SALES MIG102190"
12590;"ORDER SALES MIG102191"
12591;"ORDER SALES MIG102192"
12592;"ORDER SALES MIG102193"
12593;"ORDER SALES MIG102194"
12594;"ORDER SALES MIG102195"
12595;"ORDER SALES MIG102196"
12596;"ORDER SALES MIG102197"
12597;"ORDER SALES MIG102198"
12598;"ORDER SALES MIG102199"
12599;"ORDER SALES MIG102200"
12600;"ORDER SALES MIG102201"
12601;"ORDER SALES MIG102202"
12602;"ORDER SALES MIG102203"
12603;"ORDER SALES MIG102204"
12604;"ORDER SALES MIG102205"
12605;"ORDER SALES MIG102206"
12606;"ORDER SALES MIG102207"
12607;"ORDER SALES MIG102208"
12608;"ORDER SALES MIG102209"
12609;"ORDER SALES MIG102210"
12610;"ORDER SALES MIG102211"
12611;"ORDER SALES MIG102212"
12612;"ORDER SALES MIG102213"
12613;"ORDER SALES MIG102214"
12614;"ORDER SALES MIG102215"
12615;"ORDER SALES MIG102216"
12616;"ORDER SALES MIG102217"
12617;"ORDER SALES MIG102218"
12618;"ORDER SALES MIG102219"
12619;"ORDER SALES MIG102220"
12620;"ORDER SALES MIG102221"
12621;"ORDER SALES MIG102222"
12622;"ORDER SALES MIG102223"
12623;"ORDER SALES MIG102224"
12624;"ORDER SALES MIG102225"
12625;"ORDER SALES MIG102226"
12626;"ORDER SALES MIG102227"
12627;"ORDER SALES MIG102228"
12628;"ORDER SALES MIG102229"
12629;"ORDER SALES MIG102230"
12630;"ORDER SALES MIG102231"
12631;"ORDER SALES MIG102232"
12632;"ORDER SALES MIG102233"
12633;"ORDER SALES MIG102234"
12634;"ORDER SALES MIG102235"
12635;"ORDER SALES MIG102236"
12636;"ORDER SALES MIG102237"
12637;"ORDER SALES MIG102238"
12638;"ORDER SALES MIG102239"
12639;"ORDER SALES MIG102240"
12640;"ORDER SALES MIG102241"
12641;"ORDER SALES MIG102242"
12642;"ORDER SALES MIG102243"
12643;"ORDER SALES MIG102244"
12644;"ORDER SALES MIG102245"
12645;"ORDER SALES MIG102246"
12646;"ORDER SALES MIG102247"
12647;"ORDER SALES MIG102248"
12648;"ORDER SALES MIG102249"
12649;"ORDER SALES MIG102250"
12650;"ORDER SALES MIG102251"
12651;"ORDER SALES MIG102252"
12652;"ORDER SALES MIG102253"
12653;"ORDER SALES MIG102254"
12654;"ORDER SALES MIG102255"
12655;"ORDER SALES MIG102256"
12656;"ORDER SALES MIG102257"
12657;"ORDER SALES MIG102258"
12658;"ORDER SALES MIG102259"
12659;"ORDER SALES MIG102260"
12660;"ORDER SALES MIG102261"
12661;"ORDER SALES MIG102262"
12662;"ORDER SALES MIG102263"
12663;"ORDER SALES MIG102264"
12664;"ORDER SALES MIG102265"
12665;"ORDER SALES MIG102266"
12666;"ORDER SALES MIG102267"
12667;"ORDER SALES MIG102268"
12668;"ORDER SALES MIG102269"
12669;"ORDER SALES MIG102270"
12670;"ORDER SALES MIG102271"
12671;"ORDER SALES MIG102272"
12672;"ORDER SALES MIG102273"
12673;"ORDER SALES MIG102274"
12674;"ORDER SALES MIG102275"
12675;"ORDER SALES MIG102276"
12676;"ORDER SALES MIG102277"
12677;"ORDER SALES MIG102278"
12678;"ORDER SALES MIG102279"
12679;"ORDER SALES MIG102280"
12680;"ORDER SALES MIG102281"
12681;"ORDER SALES MIG102282"
12682;"ORDER SALES MIG102283"
12683;"ORDER SALES MIG102284"
12684;"ORDER SALES MIG102285"
12685;"ORDER SALES MIG102286"
12686;"ORDER SALES MIG102287"
12687;"ORDER SALES MIG102288"
12688;"ORDER SALES MIG102289"
12689;"ORDER SALES MIG102290"
12690;"ORDER SALES MIG102291"
12691;"ORDER SALES MIG102292"
12692;"ORDER SALES MIG102293"
12693;"ORDER SALES MIG102294"
12694;"ORDER SALES MIG102295"
12695;"ORDER SALES MIG102296"
12696;"ORDER SALES MIG102297"
12697;"ORDER SALES MIG102298"
12698;"ORDER SALES MIG102299"
12699;"ORDER SALES MIG102300"
12700;"ORDER SALES MIG102301"
12701;"ORDER SALES MIG102302"
12702;"ORDER SALES MIG102303"
12703;"ORDER SALES MIG102304"
12704;"ORDER SALES MIG102305"
12705;"ORDER SALES MIG102306"
12706;"ORDER SALES MIG102307"
12707;"ORDER SALES MIG102308"
12708;"ORDER SALES MIG102309"
12709;"ORDER SALES MIG102310"
12710;"ORDER SALES MIG102311"
12711;"ORDER SALES MIG102312"
12712;"ORDER SALES MIG102313"
12713;"ORDER SALES MIG102314"
12714;"ORDER SALES MIG102315"
12715;"ORDER SALES MIG102316"
12716;"ORDER SALES MIG102317"
12717;"ORDER SALES MIG102318"
12718;"ORDER SALES MIG102319"
12719;"ORDER SALES MIG102320"
12720;"ORDER SALES MIG102321"
12721;"ORDER SALES MIG102322"
12722;"ORDER SALES MIG102323"
12723;"ORDER SALES MIG102324"
12724;"ORDER SALES MIG102325"
12725;"ORDER SALES MIG102326"
12726;"ORDER SALES MIG102327"
