"IDE_VENTA";"IDE_PEDIDO";"IDE_CLIENTE";"IDE_FECHA";"IDE_PRODUCTO";"IDE_VENDEDOR";"NUM_UNIDADES";"NUM_PRECIO_NETO"
1605;15391;5386;"2022-09-03";"PRO11";1;1;100
1566;15261;5256;"2022-09-03";"PRO11";2;2;121
1503;15068;5063;"2022-09-03";"PRO11";1;3;221
1495;15027;5022;"2022-09-03";"PRO11";1;4;307
1472;14941;4936;"2022-09-03";"PRO11";1;5;405
1452;14845;4840;"2022-09-03";"PRO11";2;1;82
1237;14111;4106;"2022-09-03";"PRO11";3;1;99
1228;14054;4049;"2022-09-03";"PRO11";3;2;177
1176;13884;3879;"2022-09-03";"PRO11";5;1;112
1120;13688;3683;"2022-09-03";"PRO11";5;4;292
1116;13667;3662;"2022-09-03";"PRO11";5;2;120
970;13201;3196;"2022-09-03";"PRO11";4;2;177
916;13053;3048;"2022-09-03";"PRO11";4;5;408
850;12871;2866;"2022-09-03";"PRO11";1;1;85
774;12640;2635;"2022-09-03";"PRO11";1;2;167
509;11827;1822;"2022-09-03";"PRO11";1;2;119
387;11440;1435;"2022-09-03";"PRO11";1;2;163
340;11309;1304;"2022-09-03";"PRO11";1;4;305
331;11294;1289;"2022-09-03";"PRO11";1;3;232
319;11260;1255;"2022-09-03";"PRO11";1;2;145
311;11235;1230;"2022-09-03";"PRO11";1;3;193
284;11099;1094;"2022-09-03";"PRO11";2;1;91
274;11079;1074;"2022-09-03";"PRO11";1;5;364
233;10959;954;"2022-09-03";"PRO11";1;2;138
229;10947;942;"2022-09-03";"PRO11";1;2;180
150;10688;683;"2022-09-03";"PRO11";3;5;391
122;10609;604;"2022-09-03";"PRO11";3;4;282
108;10547;542;"2022-09-03";"PRO11";1;3;188
92;10486;481;"2022-09-03";"PRO11";1;2;126
7319;15391;5386;"2022-09-03";"PRO14";1;19;190
7301;15373;5368;"2022-09-03";"PRO14";1;40;400
7231;15301;5296;"2022-09-03";"PRO14";1;11;110
7191;15261;5256;"2022-09-03";"PRO14";1;4;40
7180;15250;5245;"2022-09-03";"PRO14";1;29;290
7146;15214;5209;"2022-09-03";"PRO14";1;22;220
7085;15151;5146;"2022-09-03";"PRO14";1;17;170
7003;15068;5063;"2022-09-03";"PRO14";1;5;50
7002;15067;5062;"2022-09-03";"PRO14";1;16;160
6962;15027;5022;"2022-09-03";"PRO14";1;17;170
6932;14997;4992;"2022-09-03";"PRO14";1;26;260
6876;14941;4936;"2022-09-03";"PRO14";1;38;380
6782;14845;4840;"2022-09-03";"PRO14";1;14;140
6734;14795;4790;"2022-09-03";"PRO14";1;6;60
6338;14391;4386;"2022-09-03";"PRO14";1;20;200
6327;14380;4375;"2022-09-03";"PRO14";1;14;140
6065;14111;4106;"2022-09-03";"PRO14";1;4;40
6009;14054;4049;"2022-09-03";"PRO14";1;9;90
5846;13884;3879;"2022-09-03";"PRO14";1;25;250
5654;13688;3683;"2022-09-03";"PRO14";1;5;50
5633;13667;3662;"2022-09-03";"PRO14";1;10;100
5479;13509;3504;"2022-09-03";"PRO14";1;22;220
5175;13201;3196;"2022-09-03";"PRO14";1;4;40
5082;13107;3102;"2022-09-03";"PRO14";1;3;30
5066;13091;3086;"2022-09-03";"PRO14";1;54;540
5029;13053;3048;"2022-09-03";"PRO14";1;31;310
4851;12871;2866;"2022-09-03";"PRO14";1;11;110
4784;12803;2798;"2022-09-03";"PRO14";1;5;50
4623;12640;2635;"2022-09-03";"PRO14";1;2;20
4621;12638;2633;"2022-09-03";"PRO14";1;14;140
4568;12582;2577;"2022-09-03";"PRO14";1;14;140
4549;12563;2558;"2022-09-03";"PRO14";1;18;180
4326;12333;2328;"2022-09-03";"PRO14";1;12;120
4308;12315;2310;"2022-09-03";"PRO14";1;21;210
4183;12186;2181;"2022-09-03";"PRO14";1;15;150
4071;12071;2066;"2022-09-03";"PRO14";1;11;110
4052;12052;2047;"2022-09-03";"PRO14";1;60;600
3931;11924;1919;"2022-09-03";"PRO14";1;1;10
3840;11827;1822;"2022-09-03";"PRO14";1;13;130
3554;11538;1533;"2022-09-03";"PRO14";1;34;340
3538;11522;1517;"2022-09-03";"PRO14";1;10;100
3518;11502;1497;"2022-09-03";"PRO14";1;29;290
3506;11489;1484;"2022-09-03";"PRO14";1;10;100
3459;11440;1435;"2022-09-03";"PRO14";1;18;180
3333;11309;1304;"2022-09-03";"PRO14";1;63;633
3318;11294;1289;"2022-09-03";"PRO14";1;22;220
3284;11260;1255;"2022-09-03";"PRO14";1;7;70
3259;11235;1230;"2022-09-03";"PRO14";1;39;390
3133;11109;1104;"2022-09-03";"PRO14";1;22;220
3123;11099;1094;"2022-09-03";"PRO14";1;8;80
3103;11079;1074;"2022-09-03";"PRO14";1;18;180
2999;10974;969;"2022-09-03";"PRO14";1;20;200
2984;10959;954;"2022-09-03";"PRO14";1;2;20
2972;10947;942;"2022-09-03";"PRO14";1;20;200
2715;10688;683;"2022-09-03";"PRO14";1;43;430
2660;10631;626;"2022-09-03";"PRO14";1;21;210
2640;10609;604;"2022-09-03";"PRO14";1;31;310
2579;10547;542;"2022-09-03";"PRO14";1;36;360
2519;10486;481;"2022-09-03";"PRO14";1;22;220
2128;15359;5354;"2022-09-04";"PRO12";1;1;120
2081;14855;4850;"2022-09-04";"PRO12";1;1;120
1964;13770;3765;"2022-09-04";"PRO12";1;1;120
1764;11844;1839;"2022-09-04";"PRO12";1;1;120
2401;14855;4850;"2022-09-04";"PRO13";1;1;150
2365;14348;4343;"2022-09-04";"PRO13";1;1;150
2220;11844;1839;"2022-09-04";"PRO13";1;1;150
8626;14865;4860;"2022-09-04";"PRO15";1;1;200
8622;14855;4850;"2022-09-04";"PRO15";1;1;200
8570;14681;4676;"2022-09-04";"PRO15";1;1;200
8473;14348;4343;"2022-09-04";"PRO15";1;1;200
8313;13813;3808;"2022-09-04";"PRO15";1;1;200
8249;13577;3572;"2022-09-04";"PRO15";1;1;200
8014;12770;2765;"2022-09-04";"PRO15";1;1;200
7943;12505;2500;"2022-09-04";"PRO15";1;1;200
7924;12456;2451;"2022-09-04";"PRO15";1;1;200
7581;11297;1292;"2022-09-04";"PRO15";1;1;200
11758;15359;5354;"2022-09-04";"PRO16";1;1;180
11485;14932;4927;"2022-09-04";"PRO16";1;1;180
11438;14855;4850;"2022-09-04";"PRO16";1;1;180
11356;14707;4702;"2022-09-04";"PRO16";1;1;180
11253;14535;4530;"2022-09-04";"PRO16";1;1;180
11146;14348;4343;"2022-09-04";"PRO16";1;1;180
10917;13945;3940;"2022-09-04";"PRO16";1;1;180
10821;13770;3765;"2022-09-04";"PRO16";1;1;180
10789;13714;3709;"2022-09-04";"PRO16";1;1;180
10746;13640;3635;"2022-09-04";"PRO16";1;1;180
10624;13421;3416;"2022-09-04";"PRO16";1;1;180
10508;13246;3241;"2022-09-04";"PRO16";1;1;180
10502;13235;3230;"2022-09-04";"PRO16";1;1;180
10468;13188;3183;"2022-09-04";"PRO16";1;1;180
10439;13138;3133;"2022-09-04";"PRO16";1;1;180
10434;13128;3123;"2022-09-04";"PRO16";1;1;180
10187;12719;2714;"2022-09-04";"PRO16";1;1;180
10108;12593;2588;"2022-09-04";"PRO16";1;1;180
10090;12565;2560;"2022-09-04";"PRO16";1;1;180
10063;12505;2500;"2022-09-04";"PRO16";1;1;180
9669;11844;1839;"2022-09-04";"PRO16";1;1;180
9346;11297;1292;"2022-09-04";"PRO16";1;1;180
9114;10914;909;"2022-09-04";"PRO16";1;1;180
9068;10842;837;"2022-09-04";"PRO16";1;1;180
8863;10517;512;"2022-09-04";"PRO16";1;1;180
12231;14932;4927;"2022-09-04";"PRO17";1;1;300
12212;14707;4702;"2022-09-04";"PRO17";1;1;300
12176;14348;4343;"2022-09-04";"PRO17";1;1;300
12123;13739;3734;"2022-09-04";"PRO17";1;1;300
12015;12667;2662;"2022-09-04";"PRO17";1;1;300
11932;11844;1839;"2022-09-04";"PRO17";1;1;300
11925;11795;1790;"2022-09-04";"PRO17";1;1;300
11828;10842;837;"2022-09-04";"PRO17";1;1;300
1593;15359;5354;"2022-09-04";"PRO11";1;3;197
1397;14681;4676;"2022-09-04";"PRO11";3;2;162
1361;14535;4530;"2022-09-04";"PRO11";1;4;308
1313;14348;4343;"2022-09-04";"PRO11";3;3;253
1239;14117;4112;"2022-09-04";"PRO11";3;4;285
1136;13770;3765;"2022-09-04";"PRO11";5;3;199
1129;13739;3734;"2022-09-04";"PRO11";5;5;354
1112;13640;3635;"2022-09-04";"PRO11";1;2;118
1098;13577;3572;"2022-09-04";"PRO11";1;3;199
1044;13421;3416;"2022-09-04";"PRO11";2;6;461
983;13235;3230;"2022-09-04";"PRO11";1;2;149
940;13128;3123;"2022-09-04";"PRO11";4;3;247
797;12719;2714;"2022-09-04";"PRO11";1;6;422
758;12593;2588;"2022-09-04";"PRO11";1;1;102
751;12565;2560;"2022-09-04";"PRO11";1;2;154
710;12456;2451;"2022-09-04";"PRO11";1;1;83
516;11846;1841;"2022-09-04";"PRO11";1;1;110
497;11795;1790;"2022-09-04";"PRO11";1;4;305
334;11297;1292;"2022-09-04";"PRO11";1;2;137
324;11273;1268;"2022-09-04";"PRO11";1;2;134
195;10842;837;"2022-09-04";"PRO11";3;2;115
100;10517;512;"2022-09-04";"PRO11";1;3;193
7287;15359;5354;"2022-09-04";"PRO14";1;16;160
6867;14932;4927;"2022-09-04";"PRO14";1;31;310
6819;14882;4877;"2022-09-04";"PRO14";1;8;80
6802;14865;4860;"2022-09-04";"PRO14";2;22;220
6792;14855;4850;"2022-09-04";"PRO14";2;15;150
6647;14707;4702;"2022-09-04";"PRO14";1;60;600
6623;14681;4676;"2022-09-04";"PRO14";1;15;150
6526;14584;4579;"2022-09-04";"PRO14";1;24;240
6477;14535;4530;"2022-09-04";"PRO14";4;28;280
6296;14348;4343;"2022-09-04";"PRO14";1;31;310
6071;14117;4112;"2022-09-04";"PRO14";1;20;200
5904;13945;3940;"2022-09-04";"PRO14";1;24;240
5777;13813;3808;"2022-09-04";"PRO14";1;14;140
5736;13770;3765;"2022-09-04";"PRO14";1;9;90
5705;13739;3734;"2022-09-04";"PRO14";1;51;510
5680;13714;3709;"2022-09-04";"PRO14";1;17;170
5608;13640;3635;"2022-09-04";"PRO14";1;16;160
5546;13577;3572;"2022-09-04";"PRO14";1;15;150
5391;13421;3416;"2022-09-04";"PRO14";1;5;50
5219;13246;3241;"2022-09-04";"PRO14";1;17;170
5209;13235;3230;"2022-09-04";"PRO14";1;15;150
5162;13188;3183;"2022-09-04";"PRO14";1;1;10
5113;13138;3133;"2022-09-04";"PRO14";1;45;450
5103;13128;3123;"2022-09-04";"PRO14";1;21;210
4751;12770;2765;"2022-09-04";"PRO14";1;21;210
4701;12719;2714;"2022-09-04";"PRO14";1;30;300
4650;12667;2662;"2022-09-04";"PRO14";1;13;130
4579;12593;2588;"2022-09-04";"PRO14";1;1;10
4551;12565;2560;"2022-09-04";"PRO14";1;10;100
4492;12505;2500;"2022-09-04";"PRO14";1;18;180
4444;12456;2451;"2022-09-04";"PRO14";1;13;130
4313;12320;2315;"2022-09-04";"PRO14";1;4;40
3948;11941;1936;"2022-09-04";"PRO14";1;69;690
3859;11846;1841;"2022-09-04";"PRO14";1;9;90
3857;11844;1839;"2022-09-04";"PRO14";1;30;300
3808;11795;1790;"2022-09-04";"PRO14";1;3;30
3321;11297;1292;"2022-09-04";"PRO14";1;4;40
3297;11273;1268;"2022-09-04";"PRO14";1;8;80
3274;11250;1245;"2022-09-04";"PRO14";1;2;20
2992;10967;962;"2022-09-04";"PRO14";1;9;90
2939;10914;909;"2022-09-04";"PRO14";1;3;30
2868;10842;837;"2022-09-04";"PRO14";1;30;300
2550;10517;512;"2022-09-04";"PRO14";1;23;230
2119;15252;5247;"2022-09-05";"PRO12";1;1;120
1937;13492;3487;"2022-09-05";"PRO12";3;1;120
1926;13415;3410;"2022-09-05";"PRO12";3;1;120
1796;12075;2070;"2022-09-05";"PRO12";1;1;120
1720;11434;1429;"2022-09-05";"PRO12";1;1;120
1629;10564;559;"2022-09-05";"PRO12";1;1;120
2425;15287;5282;"2022-09-05";"PRO13";1;1;150
2392;14745;4740;"2022-09-05";"PRO13";1;1;150
2370;14388;4383;"2022-09-05";"PRO13";1;1;150
2278;12756;2751;"2022-09-05";"PRO13";1;1;150
2144;10643;638;"2022-09-05";"PRO13";1;1;150
8752;15287;5282;"2022-09-05";"PRO15";1;1;200
8746;15269;5264;"2022-09-05";"PRO15";1;1;200
8740;15252;5247;"2022-09-05";"PRO15";1;1;200
8589;14745;4740;"2022-09-05";"PRO15";1;1;200
8486;14388;4383;"2022-09-05";"PRO15";1;1;200
8468;14327;4322;"2022-09-05";"PRO15";1;1;200
8353;13932;3927;"2022-09-05";"PRO15";1;1;200
8263;13630;3625;"2022-09-05";"PRO15";1;1;200
8195;13415;3410;"2022-09-05";"PRO15";1;1;200
8009;12756;2751;"2022-09-05";"PRO15";1;1;200
8005;12750;2745;"2022-09-05";"PRO15";1;1;200
7621;11432;1427;"2022-09-05";"PRO15";1;1;200
7601;11348;1343;"2022-09-05";"PRO15";1;1;200
7493;10962;957;"2022-09-05";"PRO15";1;1;200
7475;10898;893;"2022-09-05";"PRO15";1;1;200
7443;10801;796;"2022-09-05";"PRO15";1;1;200
7416;10710;705;"2022-09-05";"PRO15";1;1;200
11706;15287;5282;"2022-09-05";"PRO16";1;1;180
11539;15015;5010;"2022-09-05";"PRO16";1;1;180
11377;14745;4740;"2022-09-05";"PRO16";1;1;180
11373;14738;4733;"2022-09-05";"PRO16";1;1;180
11033;14161;4156;"2022-09-05";"PRO16";1;1;180
10912;13932;3927;"2022-09-05";"PRO16";1;1;180
10764;13668;3663;"2022-09-05";"PRO16";1;1;180
10615;13410;3405;"2022-09-05";"PRO16";1;1;180
10226;12784;2779;"2022-09-05";"PRO16";1;1;180
10209;12756;2751;"2022-09-05";"PRO16";1;1;180
10204;12750;2745;"2022-09-05";"PRO16";1;1;180
10012;12415;2410;"2022-09-05";"PRO16";1;1;180
9982;12357;2352;"2022-09-05";"PRO16";1;1;180
9822;12092;2087;"2022-09-05";"PRO16";1;1;180
9813;12075;2070;"2022-09-05";"PRO16";1;1;180
9803;12060;2055;"2022-09-05";"PRO16";1;1;180
9585;11705;1700;"2022-09-05";"PRO16";1;1;180
9425;11434;1429;"2022-09-05";"PRO16";1;1;180
9423;11432;1427;"2022-09-05";"PRO16";1;1;180
9370;11348;1343;"2022-09-05";"PRO16";1;1;180
9142;10962;957;"2022-09-05";"PRO16";1;1;180
9051;10816;811;"2022-09-05";"PRO16";1;1;180
8983;10710;705;"2022-09-05";"PRO16";1;1;180
8943;10643;638;"2022-09-05";"PRO16";1;1;180
8853;10503;498;"2022-09-05";"PRO16";1;1;180
12218;14745;4740;"2022-09-05";"PRO17";1;1;300
12180;14388;4383;"2022-09-05";"PRO17";1;1;300
12112;13668;3663;"2022-09-05";"PRO17";1;1;300
12026;12756;2751;"2022-09-05";"PRO17";1;1;300
11911;11625;1620;"2022-09-05";"PRO17";1;1;300
11805;10643;638;"2022-09-05";"PRO17";5;1;300
1466;14904;4899;"2022-09-05";"PRO11";2;2;147
1421;14745;4740;"2022-09-05";"PRO11";1;8;577
1372;14585;4580;"2022-09-05";"PRO11";1;3;199
1075;13492;3487;"2022-09-05";"PRO11";5;4;325
780;12647;2642;"2022-09-05";"PRO11";1;1;103
707;12450;2445;"2022-09-05";"PRO11";1;1;98
582;12067;2062;"2022-09-05";"PRO11";1;1;91
470;11705;1700;"2022-09-05";"PRO11";1;1;88
385;11434;1429;"2022-09-05";"PRO11";1;2;134
351;11348;1343;"2022-09-05";"PRO11";1;3;259
216;10922;917;"2022-09-05";"PRO11";1;3;224
181;10801;796;"2022-09-05";"PRO11";3;1;112
132;10643;638;"2022-09-05";"PRO11";3;1;99
7217;15287;5282;"2022-09-05";"PRO14";1;9;90
7199;15269;5264;"2022-09-05";"PRO14";1;1;10
7192;15262;5257;"2022-09-05";"PRO14";1;3;30
7182;15252;5247;"2022-09-05";"PRO14";1;15;150
6950;15015;5010;"2022-09-05";"PRO14";1;7;70
6839;14904;4899;"2022-09-05";"PRO14";1;18;180
6684;14745;4740;"2022-09-05";"PRO14";1;42;420
6677;14738;4733;"2022-09-05";"PRO14";1;4;40
6527;14585;4580;"2022-09-05";"PRO14";1;25;250
6335;14388;4383;"2022-09-05";"PRO14";1;34;340
6303;14355;4350;"2022-09-05";"PRO14";2;8;80
6277;14327;4322;"2022-09-05";"PRO14";1;17;170
6171;14217;4212;"2022-09-05";"PRO14";4;9;90
6115;14161;4156;"2022-09-05";"PRO14";1;7;70
5765;13800;3795;"2022-09-05";"PRO14";1;12;120
5634;13668;3663;"2022-09-05";"PRO14";1;54;540
5599;13630;3625;"2022-09-05";"PRO14";1;24;240
5462;13492;3487;"2022-09-05";"PRO14";1;4;40
5385;13415;3410;"2022-09-05";"PRO14";1;29;290
5380;13410;3405;"2022-09-05";"PRO14";1;8;80
5355;13385;3380;"2022-09-05";"PRO14";1;36;360
4765;12784;2779;"2022-09-05";"PRO14";1;28;280
4738;12756;2751;"2022-09-05";"PRO14";1;34;340
4732;12750;2745;"2022-09-05";"PRO14";1;4;40
4630;12647;2642;"2022-09-05";"PRO14";1;25;250
4438;12450;2445;"2022-09-05";"PRO14";1;8;80
4405;12415;2410;"2022-09-05";"PRO14";1;8;80
4350;12357;2352;"2022-09-05";"PRO14";1;33;330
4091;12092;2087;"2022-09-05";"PRO14";1;14;140
4075;12075;2070;"2022-09-05";"PRO14";1;39;390
4067;12067;2062;"2022-09-05";"PRO14";1;10;100
4060;12060;2055;"2022-09-05";"PRO14";1;9;90
3720;11705;1700;"2022-09-05";"PRO14";1;3;30
3641;11625;1620;"2022-09-05";"PRO14";1;28;280
3453;11434;1429;"2022-09-05";"PRO14";1;21;210
3451;11432;1427;"2022-09-05";"PRO14";1;7;70
3371;11348;1343;"2022-09-05";"PRO14";1;29;290
2987;10962;957;"2022-09-05";"PRO14";1;8;80
2966;10941;936;"2022-09-05";"PRO14";1;43;433
2947;10922;917;"2022-09-05";"PRO14";1;28;280
2923;10898;893;"2022-09-05";"PRO14";1;21;210
2842;10816;811;"2022-09-05";"PRO14";1;4;40
2827;10801;796;"2022-09-05";"PRO14";1;15;150
2736;10710;705;"2022-09-05";"PRO14";1;9;90
2672;10643;638;"2022-09-05";"PRO14";1;79;790
2596;10564;559;"2022-09-05";"PRO14";1;11;110
2536;10503;498;"2022-09-05";"PRO14";1;3;30
2073;14764;4759;"2022-09-06";"PRO12";1;1;120
1872;12788;2783;"2022-09-06";"PRO12";1;1;120
1809;12200;2195;"2022-09-06";"PRO12";1;1;120
1748;11616;1611;"2022-09-06";"PRO12";1;1;120
1631;10575;570;"2022-09-06";"PRO12";1;1;120
1630;10571;566;"2022-09-06";"PRO12";1;1;120
2244;12200;2195;"2022-09-06";"PRO13";1;1;150
8651;14937;4932;"2022-09-06";"PRO15";1;1;200
8519;14507;4502;"2022-09-06";"PRO15";1;1;200
8489;14396;4391;"2022-09-06";"PRO15";1;1;200
8326;13840;3835;"2022-09-06";"PRO15";1;1;200
8318;13820;3815;"2022-09-06";"PRO15";1;1;200
8308;13798;3793;"2022-09-06";"PRO15";1;1;200
8144;13261;3256;"2022-09-06";"PRO15";1;1;200
7860;12217;2212;"2022-09-06";"PRO15";1;1;200
7857;12200;2195;"2022-09-06";"PRO15";1;1;200
7794;12010;2005;"2022-09-06";"PRO15";1;1;200
7663;11574;1569;"2022-09-06";"PRO15";1;1;200
7646;11516;1511;"2022-09-06";"PRO15";1;1;200
7639;11504;1499;"2022-09-06";"PRO15";1;1;200
7531;11110;1105;"2022-09-06";"PRO15";1;1;200
7488;10949;944;"2022-09-06";"PRO15";1;1;200
7402;10656;651;"2022-09-06";"PRO15";1;1;200
7395;10638;633;"2022-09-06";"PRO15";1;1;200
7394;10636;631;"2022-09-06";"PRO15";1;1;200
11488;14937;4932;"2022-09-06";"PRO16";1;1;180
11453;14879;4874;"2022-09-06";"PRO16";1;1;180
11348;14697;4692;"2022-09-06";"PRO16";1;1;180
11288;14594;4589;"2022-09-06";"PRO16";1;1;180
10953;14014;4009;"2022-09-06";"PRO16";1;1;180
10946;14000;3995;"2022-09-06";"PRO16";1;1;180
10927;13967;3962;"2022-09-06";"PRO16";1;1;180
10851;13820;3815;"2022-09-06";"PRO16";1;1;180
10838;13798;3793;"2022-09-06";"PRO16";1;1;180
10316;12936;2931;"2022-09-06";"PRO16";1;1;180
10177;12707;2702;"2022-09-06";"PRO16";1;1;180
10096;12574;2569;"2022-09-06";"PRO16";1;1;180
10093;12568;2563;"2022-09-06";"PRO16";1;1;180
9909;12242;2237;"2022-09-06";"PRO16";1;1;180
9883;12200;2195;"2022-09-06";"PRO16";1;1;180
9757;11988;1983;"2022-09-06";"PRO16";1;1;180
9533;11616;1611;"2022-09-06";"PRO16";1;1;180
9508;11574;1569;"2022-09-06";"PRO16";1;1;180
9490;11539;1534;"2022-09-06";"PRO16";1;1;180
9475;11516;1511;"2022-09-06";"PRO16";1;1;180
9468;11504;1499;"2022-09-06";"PRO16";1;1;180
9462;11495;1490;"2022-09-06";"PRO16";1;1;180
9371;11349;1344;"2022-09-06";"PRO16";1;1;180
9326;11266;1261;"2022-09-06";"PRO16";1;1;180
9279;11181;1176;"2022-09-06";"PRO16";1;1;180
9232;11110;1105;"2022-09-06";"PRO16";1;1;180
9048;10812;807;"2022-09-06";"PRO16";1;1;180
8942;10638;633;"2022-09-06";"PRO16";1;1;180
8940;10636;631;"2022-09-06";"PRO16";1;1;180
8901;10575;570;"2022-09-06";"PRO16";1;1;180
8847;10495;490;"2022-09-06";"PRO16";1;1;180
12151;14014;4009;"2022-09-06";"PRO17";1;1;300
12044;12936;2931;"2022-09-06";"PRO17";5;1;300
11955;12041;2036;"2022-09-06";"PRO17";5;1;300
11865;11259;1254;"2022-09-06";"PRO17";5;1;300
11859;11181;1176;"2022-09-06";"PRO17";5;1;300
1406;14697;4692;"2022-09-06";"PRO11";3;2;140
1212;14000;3995;"2022-09-06";"PRO11";1;1;95
1200;13967;3962;"2022-09-06";"PRO11";1;2;123
997;13261;3256;"2022-09-06";"PRO11";1;2;151
640;12242;2237;"2022-09-06";"PRO11";1;3;256
626;12200;2195;"2022-09-06";"PRO11";1;2;181
511;11829;1824;"2022-09-06";"PRO11";1;2;171
402;11495;1490;"2022-09-06";"PRO11";1;2;137
352;11349;1344;"2022-09-06";"PRO11";1;3;204
318;11259;1254;"2022-09-06";"PRO11";1;2;170
287;11110;1105;"2022-09-06";"PRO11";2;1;87
7020;15086;5081;"2022-09-06";"PRO14";1;28;280
6872;14937;4932;"2022-09-06";"PRO14";1;25;250
6816;14879;4874;"2022-09-06";"PRO14";1;43;433
6703;14764;4759;"2022-09-06";"PRO14";3;23;230
6637;14697;4692;"2022-09-06";"PRO14";1;34;340
6536;14594;4589;"2022-09-06";"PRO14";1;5;50
6449;14507;4502;"2022-09-06";"PRO14";1;29;290
6343;14396;4391;"2022-09-06";"PRO14";1;6;60
5970;14014;4009;"2022-09-06";"PRO14";1;54;540
5957;14000;3995;"2022-09-06";"PRO14";1;21;210
5953;13996;3991;"2022-09-06";"PRO14";1;47;470
5926;13967;3962;"2022-09-06";"PRO14";1;13;130
5802;13840;3835;"2022-09-06";"PRO14";1;6;60
5783;13820;3815;"2022-09-06";"PRO14";1;8;80
5763;13798;3793;"2022-09-06";"PRO14";1;24;240
5638;13672;3667;"2022-09-06";"PRO14";1;18;180
5250;13279;3274;"2022-09-06";"PRO14";1;23;233
5234;13261;3256;"2022-09-06";"PRO14";1;2;20
4916;12936;2931;"2022-09-06";"PRO14";1;42;420
4769;12788;2783;"2022-09-06";"PRO14";1;5;50
4689;12707;2702;"2022-09-06";"PRO14";1;17;170
4560;12574;2569;"2022-09-06";"PRO14";1;31;310
4554;12568;2563;"2022-09-06";"PRO14";1;26;260
4236;12242;2237;"2022-09-06";"PRO14";1;27;270
4212;12217;2212;"2022-09-06";"PRO14";1;2;20
4196;12200;2195;"2022-09-06";"PRO14";1;15;150
4042;12041;2036;"2022-09-06";"PRO14";1;36;360
4014;12010;2005;"2022-09-06";"PRO14";1;8;80
3992;11988;1983;"2022-09-06";"PRO14";1;11;110
3842;11829;1824;"2022-09-06";"PRO14";1;6;60
3632;11616;1611;"2022-09-06";"PRO14";1;13;130
3590;11574;1569;"2022-09-06";"PRO14";1;12;120
3555;11539;1534;"2022-09-06";"PRO14";1;10;100
3532;11516;1511;"2022-09-06";"PRO14";1;70;700
3520;11504;1499;"2022-09-06";"PRO14";1;17;170
3512;11495;1490;"2022-09-06";"PRO14";1;14;140
3372;11349;1344;"2022-09-06";"PRO14";1;6;60
3290;11266;1261;"2022-09-06";"PRO14";1;19;190
3283;11259;1254;"2022-09-06";"PRO14";1;50;500
3205;11181;1176;"2022-09-06";"PRO14";1;37;370
3134;11110;1105;"2022-09-06";"PRO14";1;9;90
2974;10949;944;"2022-09-06";"PRO14";1;13;130
2838;10812;807;"2022-09-06";"PRO14";1;19;190
2684;10656;651;"2022-09-06";"PRO14";1;23;230
2667;10638;633;"2022-09-06";"PRO14";1;2;20
2665;10636;631;"2022-09-06";"PRO14";1;5;50
2607;10575;570;"2022-09-06";"PRO14";1;11;110
2603;10571;566;"2022-09-06";"PRO14";1;4;40
2528;10495;490;"2022-09-06";"PRO14";1;2;20
1697;11251;1246;"2022-09-07";"PRO12";1;1;120
1634;10598;593;"2022-09-07";"PRO12";1;1;120
2417;15105;5100;"2022-09-07";"PRO13";1;1;150
2298;13124;3119;"2022-09-07";"PRO13";1;1;150
2287;12911;2906;"2022-09-07";"PRO13";1;1;150
8727;15213;5208;"2022-09-07";"PRO15";1;1;200
8707;15134;5129;"2022-09-07";"PRO15";1;1;200
8696;15105;5100;"2022-09-07";"PRO15";1;1;200
8665;14988;4983;"2022-09-07";"PRO15";1;1;200
8643;14908;4903;"2022-09-07";"PRO15";1;1;200
8342;13891;3886;"2022-09-07";"PRO15";1;1;200
8175;13363;3358;"2022-09-07";"PRO15";1;1;200
8121;13176;3171;"2022-09-07";"PRO15";1;1;200
8108;13124;3119;"2022-09-07";"PRO15";1;1;200
8073;12962;2957;"2022-09-07";"PRO15";1;1;200
8061;12911;2906;"2022-09-07";"PRO15";1;1;200
7938;12490;2485;"2022-09-07";"PRO15";1;1;200
7831;12127;2122;"2022-09-07";"PRO15";1;1;200
7828;12118;2113;"2022-09-07";"PRO15";1;1;200
7820;12102;2097;"2022-09-07";"PRO15";1;1;200
7765;11902;1897;"2022-09-07";"PRO15";1;1;200
7686;11644;1639;"2022-09-07";"PRO15";1;1;200
7653;11527;1522;"2022-09-07";"PRO15";1;1;200
7372;10557;552;"2022-09-07";"PRO15";1;1;200
11660;15213;5208;"2022-09-07";"PRO16";1;1;180
11651;15195;5190;"2022-09-07";"PRO16";1;1;180
11610;15134;5129;"2022-09-07";"PRO16";1;1;180
11595;15105;5100;"2022-09-07";"PRO16";1;1;180
11471;14908;4903;"2022-09-07";"PRO16";1;1;180
11297;14612;4607;"2022-09-07";"PRO16";1;1;180
11276;14569;4564;"2022-09-07";"PRO16";1;1;180
10809;13752;3747;"2022-09-07";"PRO16";1;1;180
10745;13639;3634;"2022-09-07";"PRO16";1;1;180
10640;13446;3441;"2022-09-07";"PRO16";1;1;180
10588;13363;3358;"2022-09-07";"PRO16";1;1;180
10462;13176;3171;"2022-09-07";"PRO16";1;1;180
10461;13174;3169;"2022-09-07";"PRO16";1;1;180
10431;13124;3119;"2022-09-07";"PRO16";1;1;180
10357;13011;3006;"2022-09-07";"PRO16";1;1;180
10302;12911;2906;"2022-09-07";"PRO16";1;1;180
